=== environment-table12.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell W12 | value='44' | fill=43 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='40' | fill=43 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='-9.090909090909092' | fill=43 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='30' | fill=43 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='28' | fill=43 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='-6.666666666666667' | fill=43 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='121' | fill=43 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='124' | fill=43 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='2.479338842975207' | fill=43 | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='125' | fill=44 | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='133' | fill=44 | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='6.4' | fill=44 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='43' | fill=44 | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='37' | fill=44 | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK12 | value='-13.953488372093023' | fill=44 | rows=[11] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='40' | fill=44 | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='42' | fill=44 | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='5' | fill=44 | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='39' | fill=44 | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP12 | value='40' | fill=44 | rows=[11] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ12 | value='2.564102564102564' | fill=44 | rows=[11] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR12 | value='61' | fill=44 | rows=[11] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS12 | value='60' | fill=44 | rows=[11] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT12 | value='-1.639344262295082' | fill=44 | rows=[11] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU12 | value='308' | fill=46 | rows=[11] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV12 | value='312' | fill=46 | rows=[11] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW12 | value='1.2987012987012987' | fill=46 | rows=[11] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A13 | value='DURHAM CC' | fill=00000000 | rows=[12] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B13 | value='302' | fill=43 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C13 | value='311' | fill=43 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='2.980132450331126' | fill=43 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='30' | fill=43 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='27' | fill=43 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='-10' | fill=43 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='31' | fill=43 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='36' | fill=43 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='16.129032258064516' | fill=43 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='26' | fill=43 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='30' | fill=43 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='15.384615384615385' | fill=43 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='83' | fill=43 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='80' | fill=43 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='-3.614457831325301' | fill=43 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='72' | fill=43 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='66' | fill=43 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='-8.333333333333332' | fill=43 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='634' | fill=43 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='647' | fill=43 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='2.050473186119874' | fill=43 | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='318' | fill=43 | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='329' | fill=43 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='3.459119496855346' | fill=43 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='144' | fill=43 | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA13 | value='142' | fill=43 | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB13 | value='-1.3888888888888888' | fill=43 | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC13 | value='1245' | fill=43 | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD13 | value='1306' | fill=43 | rows=[12] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE13 | value='4.899598393574297' | fill=43 | rows=[12] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF13 | value='1241' | fill=44 | rows=[12] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG13 | value='1287' | fill=44 | rows=[12] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH13 | value='3.7066881547139405' | fill=44 | rows=[12] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI13 | value='499' | fill=44 | rows=[12] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ13 | value='531' | fill=44 | rows=[12] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK13 | value='6.4128256513026045' | fill=44 | rows=[12] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL13 | value='366' | fill=44 | rows=[12] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM13 | value='378' | fill=44 | rows=[12] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN13 | value='3.278688524590164' | fill=44 | rows=[12] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO13 | value='360' | fill=44 | rows=[12] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP13 | value='344' | fill=44 | rows=[12] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ13 | value='-4.444444444444445' | fill=44 | rows=[12] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR13 | value='419' | fill=44 | rows=[12] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS13 | value='434' | fill=44 | rows=[12] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT13 | value='3.579952267303103' | fill=44 | rows=[12] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU13 | value='2885' | fill=46 | rows=[12] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV13 | value='2974' | fill=46 | rows=[12] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW13 | value='3.0849220103986137' | fill=46 | rows=[12] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A14 | value='NORTHUMBERLAND' | fill=00000000 | rows=[13] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B14 | value='434' | fill=43 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='455' | fill=43 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='4.838709677419355' | fill=43 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='53' | fill=43 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='51' | fill=43 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='-3.7735849056603774' | fill=43 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='40' | fill=43 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='46' | fill=43 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='15' | fill=43 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='18' | fill=43 | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='22' | fill=43 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='22.22222222222222' | fill=43 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='47' | fill=43 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='53' | fill=43 | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='12.76595744680851' | fill=43 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='59' | fill=43 | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='53' | fill=43 | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='-10.16949152542373' | fill=43 | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='819' | fill=43 | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='812' | fill=43 | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='-0.8547008547008548' | fill=43 | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='318' | fill=43 | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='305' | fill=43 | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='-4.088050314465408' | fill=43 | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='218' | fill=43 | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='213' | fill=43 | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB14 | value='-2.293577981651376' | fill=43 | rows=[13] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC14 | value='1061' | fill=43 | rows=[13] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD14 | value='1107' | fill=43 | rows=[13] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE14 | value='4.335532516493874' | fill=43 | rows=[13] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF14 | value='1011' | fill=44 | rows=[13] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG14 | value='1052' | fill=44 | rows=[13] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='4.055390702274975' | fill=44 | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI14 | value='421' | fill=44 | rows=[13] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ14 | value='422' | fill=44 | rows=[13] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK14 | value='0.23752969121140144' | fill=44 | rows=[13] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL14 | value='277' | fill=44 | rows=[13] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM14 | value='288' | fill=44 | rows=[13] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN14 | value='3.9711191335740073' | fill=44 | rows=[13] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO14 | value='311' | fill=44 | rows=[13] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP14 | value='316' | fill=44 | rows=[13] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ14 | value='1.607717041800643' | fill=44 | rows=[13] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR14 | value='1047' | fill=44 | rows=[13] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS14 | value='1039' | fill=44 | rows=[13] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT14 | value='-0.7640878701050621' | fill=44 | rows=[13] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU14 | value='3067' | fill=46 | rows=[13] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV14 | value='3117' | fill=46 | rows=[13] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW14 | value='1.6302575806977502' | fill=46 | rows=[13] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A15 | value='TYNESIDE' | fill=00000000 | rows=[14] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B15 | value='50' | fill=43 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='55' | fill=43 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='10' | fill=43 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='#' | fill=43 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
