=== economy-table106.xlsx ===
Cell A1 | value='Table 8. Digital Economy Current-Dollar Value Added by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell L14 | value='0.424382251991363' | fill=None | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='0.384650479641228' | fill=None | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='0.351921029057028' | fill=None | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='0.330464870929378' | fill=None | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='0.328922300247677' | fill=None | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='0.272423322434432' | fill=None | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='0.289050785870857' | fill=None | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='0.283092555271876' | fill=None | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='0.256748446950264' | fill=None | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='0.23733080945714' | fill=None | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='0.26388423070626' | fill=None | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='0.255441275649951' | fill=None | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='0.257473711817206' | fill=None | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='0.274009109548948' | fill=None | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='0.318524470282688' | fill=None | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='0.324408756491378' | fill=None | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E15 | value='Machinery' | fill=None | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G15 | value='1.35859105828894' | fill=None | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='1.2547807862073' | fill=None | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='1.55392454263513' | fill=None | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='1.52152085103065' | fill=None | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='1.66750142445659' | fill=None | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='0.837247232770076' | fill=None | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='0.756197590142064' | fill=None | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='0.772771577527091' | fill=None | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='0.832765249425171' | fill=None | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='0.837378336913627' | fill=None | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='0.780998656412224' | fill=None | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='1.31008782634894' | fill=None | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='1.86922799697124' | fill=None | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='1.76823505949934' | fill=None | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='1.77315301241456' | fill=None | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V15 | value='0.902216996130527' | fill=None | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W15 | value='0.960921621568368' | fill=None | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X15 | value='1.02128046391387' | fill=None | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y15 | value='1.16304338195441' | fill=None | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z15 | value='0.990963412068399' | fill=None | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA15 | value='1.00870205628026' | fill=None | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E16 | value='Computer and electronic products' | fill=None | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G16 | value='122.497286635203' | fill=None | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='118.739508727489' | fill=None | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='116.729513787433' | fill=None | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='145.904237050989' | fill=None | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='101.91930407475' | fill=None | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='99.2315848633088' | fill=None | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='112.852991522047' | fill=None | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='117.354331693236' | fill=None | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='126.043863449851' | fill=None | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='134.241018214858' | fill=None | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='131.707704949035' | fill=None | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='127.04650184822' | fill=None | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='116.350309476374' | fill=None | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='124.905954430514' | fill=None | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='119.229339474092' | fill=None | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='102.168128397383' | fill=None | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='102.295245269824' | fill=None | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='105.240461407754' | fill=None | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='114.602445625834' | fill=None | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='114.077826980652' | fill=None | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA16 | value='120.902341571421' | fill=None | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E17 | value='Electrical equipment, appliances, and components' | fill=None | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G17 | value='3.31526347636789' | fill=None | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='2.80929757979457' | fill=None | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='3.50488197571956' | fill=None | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='3.69738158053033' | fill=None | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='3.75457815966899' | fill=None | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='2.75735724825984' | fill=None | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='2.6699102650594' | fill=None | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='2.17160289236841' | fill=None | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='2.24275666193508' | fill=None | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='2.62420750546338' | fill=None | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='2.38770448706599' | fill=None | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='3.06154237930381' | fill=None | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='3.25136874234828' | fill=None | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='2.77928680655544' | fill=None | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='2.51175744004045' | fill=None | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='2.51784169609211' | fill=None | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='2.7972553105174' | fill=None | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='2.59271338748996' | fill=None | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y17 | value='3.21001359894687' | fill=None | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='2.73557153380444' | fill=None | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='3.54860677823758' | fill=None | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E18 | value='Motor vehicles, bodies and trailers, and parts' | fill=None | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G18 | value='2.08809686292368' | fill=None | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='2.16840452432886' | fill=None | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='1.85746520301616' | fill=None | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='1.64998716197059' | fill=None | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='2.42870231162958' | fill=None | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='1.42167866198079' | fill=None | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='1.40183890068052' | fill=None | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='0.862264055320359' | fill=None | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='0.81933959514258' | fill=None | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='0.499260130153189' | fill=None | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='0.40252718068688' | fill=None | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='0.408585289959578' | fill=None | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='0.266614308456831' | fill=None | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='0.368684375480146' | fill=None | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='0.325207545936302' | fill=None | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='0.329262059338563' | fill=None | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='0.373258520033431' | fill=None | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X18 | value='0.384205121225498' | fill=None | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y18 | value='0.371226721579629' | fill=None | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='0.338609317013711' | fill=None | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='0.402730744802798' | fill=None | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E19 | value='Other transportation equipment' | fill=None | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G19 | value='0.414398684590345' | fill=None | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='0.391640822412991' | fill=None | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='0.512844798175628' | fill=None | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
