=== society-table51.xlsx ===
Cell A1 | value='Supplementary Table 1. Lithospheric thickness for global kimberlites and lamproites' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell C83 | value='Russia' | fill=00000000 | rows=[82] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D83 | value='on craton' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E83 | value='East European' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F83 | value='380' | fill=00000000 | rows=[82] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G83 | value='91.896' | fill=00000000 | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H83 | value='0.8' | fill=00000000 | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I83 | value='90.8' | fill=00000000 | rows=[82] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J83 | value='0.4' | fill=00000000 | rows=[82] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K83 | value='Sazonova et al., 2015' | fill=00000000 | rows=[82] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L83 | value='210' | fill=00000000 | rows=[82] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M83 | value='Plaeogeotherm' | fill=00000000 | rows=[82] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N83 | value='Afanasiev et al., 2013' | fill=00000000 | rows=[82] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O83 | value='200' | fill=00000000 | rows=[82] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P83 | value='Hoggard et al., 2020' | fill=00000000 | rows=[82] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A85 | value='GREENLAND' | fill=00000000 | rows=[84] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A86 | value='Majuagaa' | fill=00000000 | rows=[85] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B86 | value='kimberlite' | fill=00000000 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='Greenland' | fill=00000000 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='craton margin' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='North Atlantic' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='559' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='89.9865345089195' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='2.28487072157251' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='88.6186358147558' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='0.271530123372636' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='Nielsen and Sand, 2008' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L86 | value='215' | fill=00000000 | rows=[85] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M86 | value='Plaeogeotherm' | fill=00000000 | rows=[85] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N86 | value='Sand et al., 2009' | fill=00000000 | rows=[85] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O86 | value='190' | fill=00000000 | rows=[85] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P86 | value='Hoggard et al., 2020' | fill=00000000 | rows=[85] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A87 | value='Kangamiut' | fill=00000000 | rows=[86] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B87 | value='kimberlite/aillikite' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='Greenland' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='craton margin' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='North Atlantic' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='560' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='89.0562554364831' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='3.31722919918571' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='88.1217620352156' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='0.493133462470193' | fill=00000000 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='Arndt et al., 2010; Cordier et al., 2015' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='215' | fill=00000000 | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M87 | value='Plaeogeotherm' | fill=00000000 | rows=[86] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N87 | value='Sand et al., 2009' | fill=00000000 | rows=[86] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O87 | value='190' | fill=00000000 | rows=[86] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P87 | value='Hoggard et al., 2020' | fill=00000000 | rows=[86] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A89 | value='FINLAND' | fill=00000000 | rows=[88] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A90 | value='Pipe 1' | fill=00000000 | rows=[89] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B90 | value='kimberlite' | fill=00000000 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C90 | value='Finland' | fill=00000000 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D90 | value='craton margin' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='Karelian' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='621' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='90.601' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='1.054' | fill=00000000 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='89.898' | fill=00000000 | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='0.201' | fill=00000000 | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='Dalton et al., 2020' | fill=00000000 | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L90 | value='220' | fill=00000000 | rows=[89] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M90 | value='Paleogeotherm' | fill=00000000 | rows=[89] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N90 | value='Lehtonen and O'Brien 2009' | fill=00000000 | rows=[89] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O90 | value='210' | fill=00000000 | rows=[89] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P90 | value='Hoggard et al., 2020' | fill=00000000 | rows=[89] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A91 | value='Pipe 2' | fill=00000000 | rows=[90] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B91 | value='kimberlite' | fill=00000000 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C91 | value='Finland' | fill=00000000 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D91 | value='craton margin' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='Karelian' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='593' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell L91 | value='230' | fill=00000000 | rows=[90] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M91 | value='FITPLOT' | fill=00000000 | rows=[90] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N91 | value='Dalton et al., 2022' | fill=00000000 | rows=[90] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O91 | value='210' | fill=00000000 | rows=[90] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P91 | value='Hoggard et al., 2020' | fill=00000000 | rows=[90] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A92 | value='Pipe 3' | fill=00000000 | rows=[91] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B92 | value='kimberlite' | fill=00000000 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C92 | value='Finland' | fill=00000000 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D92 | value='craton margin' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='Karelian' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='584' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell L92 | value='220' | fill=00000000 | rows=[91] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M92 | value='FITPLOT' | fill=00000000 | rows=[91] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N92 | value='Dalton et al., 2022' | fill=00000000 | rows=[91] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O92 | value='210' | fill=00000000 | rows=[91] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P92 | value='Hoggard et al., 2020' | fill=00000000 | rows=[91] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A93 | value='Pipe 5' | fill=00000000 | rows=[92] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B93 | value='kimberlite' | fill=00000000 | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C93 | value='Finland' | fill=00000000 | rows=[92] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D93 | value='craton margin' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E93 | value='Karelian' | fill=00000000 | rows=[92] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F93 | value='605' | fill=00000000 | rows=[92] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G93 | value='89.902' | fill=00000000 | rows=[92] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H93 | value='2.323' | fill=00000000 | rows=[92] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I93 | value='89.258' | fill=00000000 | rows=[92] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J93 | value='0.451' | fill=00000000 | rows=[92] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K93 | value='Dalton et al., 2020' | fill=00000000 | rows=[92] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L93 | value='235' | fill=00000000 | rows=[92] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M93 | value='FITPLOT' | fill=00000000 | rows=[92] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N93 | value='Dalton et al., 2022' | fill=00000000 | rows=[92] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O93 | value='210' | fill=00000000 | rows=[92] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P93 | value='Hoggard et al., 2020' | fill=00000000 | rows=[92] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A94 | value='Pipe 9' | fill=00000000 | rows=[93] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B94 | value='kimberlite' | fill=00000000 | rows=[93] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C94 | value='Finland' | fill=00000000 | rows=[93] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D94 | value='craton margin' | fill=00000000 | rows=[93] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E94 | value='Karelian' | fill=00000000 | rows=[93] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F94 | value='603' | fill=00000000 | rows=[93] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G94 | value='88.798' | fill=00000000 | rows=[93] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H94 | value='2.846' | fill=00000000 | rows=[93] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I94 | value='88.828' | fill=00000000 | rows=[93] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J94 | value='0.202' | fill=00000000 | rows=[93] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K94 | value='Dalton et al., 2020' | fill=00000000 | rows=[93] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L94 | value='215' | fill=00000000 | rows=[93] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M94 | value='FITPLOT' | fill=00000000 | rows=[93] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N94 | value='Dalton et al., 2022' | fill=00000000 | rows=[93] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O94 | value='210' | fill=00000000 | rows=[93] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P94 | value='Hoggard et al., 2020' | fill=00000000 | rows=[93] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A95 | value='Pipe 14' | fill=00000000 | rows=[94] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B95 | value='kimberlite' | fill=00000000 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C95 | value='Finland' | fill=00000000 | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D95 | value='craton margin' | fill=00000000 | rows=[94] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E95 | value='Karelian' | fill=00000000 | rows=[94] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F95 | value='585' | fill=00000000 | rows=[94] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G95 | value='88.938' | fill=00000000 | rows=[94] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H95 | value='2.786' | fill=00000000 | rows=[94] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I95 | value='88.306' | fill=00000000 | rows=[94] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J95 | value='0.319' | fill=00000000 | rows=[94] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K95 | value='Dalton et al., 2020' | fill=00000000 | rows=[94] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L95 | value='220' | fill=00000000 | rows=[94] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M95 | value='Paleogeotherm' | fill=00000000 | rows=[94] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N95 | value='Lehtonen and O'Brien 2009' | fill=00000000 | rows=[94] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O95 | value='210' | fill=00000000 | rows=[94] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P95 | value='Hoggard et al., 2020' | fill=00000000 | rows=[94] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A96 | value='Lentira' | fill=00000000 | rows=[95] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B96 | value='olivine lamproite' | fill=00000000 | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C96 | value='Finland' | fill=00000000 | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D96 | value='on craton' | fill=00000000 | rows=[95] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E96 | value='Karelian' | fill=00000000 | rows=[95] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F96 | value='1203' | fill=00000000 | rows=[95] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G96 | value='87.8' | fill=00000000 | rows=[95] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H96 | value='4.9' | fill=00000000 | rows=[95] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I96 | value='88.467671781785' | fill=00000000 | rows=[95] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J96 | value='0.320237118187877' | fill=00000000 | rows=[95] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K96 | value='Kargin et al., 2014' | fill=00000000 | rows=[95] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L96 | value='250' | fill=00000000 | rows=[95] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M96 | value='Paleogeotherm' | fill=00000000 | rows=[95] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N96 | value='Lehtonen and O'Brien 2009' | fill=00000000 | rows=[95] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O96 | value='210' | fill=00000000 | rows=[95] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P96 | value='Hoggard et al., 2020' | fill=00000000 | rows=[95] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A98 | value='EASTERN DHARWAR' | fill=00000000 | rows=[97] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A99 | value='Wajrakarur P2' | fill=00000000 | rows=[98] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B99 | value='olivine lamproite' | fill=00000000 | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C99 | value='India' | fill=00000000 | rows=[98] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D99 | value='on craton' | fill=00000000 | rows=[98] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E99 | value='Eastern Dharwar' | fill=00000000 | rows=[98] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F99 | value='1102.5' | fill=00000000 | rows=[98] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G99 | value='88.9918687247494' | fill=00000000 | rows=[98] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H99 | value='3.6' | fill=00000000 | rows=[98] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I99 | value='89.3308157404101' | fill=00000000 | rows=[98] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J99 | value='0.44546425858068' | fill=00000000 | rows=[98] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K99 | value='Giuliani et al., 2020; Sarkar et al. 2021' | fill=00000000 | rows=[98] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L99 | value='190' | fill=00000000 | rows=[98] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M99 | value='Paleogeotherm' | fill=00000000 | rows=[98] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N99 | value='Shaikh et al., 2020' | fill=00000000 | rows=[98] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O99 | value='165' | fill=00000000 | rows=[98] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P99 | value='Hoggard et al., 2020' | fill=00000000 | rows=[98] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A100 | value='Wajrakarur P3' | fill=00000000 | rows=[99] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B100 | value='kimberlite' | fill=00000000 | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C100 | value='India' | fill=00000000 | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D100 | value='on craton' | fill=00000000 | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E100 | value='Eastern Dharwar' | fill=00000000 | rows=[99] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F100 | value='1102.5' | fill=00000000 | rows=[99] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G100 | value='88.4430671015614' | fill=00000000 | rows=[99] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H100 | value='2.7688843363101' | fill=00000000 | rows=[99] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I100 | value='88.070422180046' | fill=00000000 | rows=[99] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J100 | value='0.121476870163945' | fill=00000000 | rows=[99] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K100 | value='Shaikh et al., 2018' | fill=00000000 | rows=[99] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L100 | value='190' | fill=00000000 | rows=[99] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M100 | value='Paleogeotherm' | fill=00000000 | rows=[99] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N100 | value='Shaikh et al., 2020' | fill=00000000 | rows=[99] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O100 | value='165' | fill=00000000 | rows=[99] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P100 | value='Hoggard et al., 2020' | fill=00000000 | rows=[99] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A101 | value='Wajrakarur P4' | fill=00000000 | rows=[100] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B101 | value='olivine lamproite' | fill=00000000 | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C101 | value='India' | fill=00000000 | rows=[100] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D101 | value='on craton' | fill=00000000 | rows=[100] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E101 | value='Eastern Dharwar' | fill=00000000 | rows=[100] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F101 | value='1102.5' | fill=00000000 | rows=[100] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G101 | value='90.5132323288672' | fill=00000000 | rows=[100] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H101 | value='3.39983180734169' | fill=00000000 | rows=[100] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I101 | value='87.8731129605166' | fill=00000000 | rows=[100] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J101 | value='1.00288108055795' | fill=00000000 | rows=[100] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K101 | value='Shaikh et al., 2018' | fill=00000000 | rows=[100] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L101 | value='190' | fill=00000000 | rows=[100] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M101 | value='Paleogeotherm' | fill=00000000 | rows=[100] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N101 | value='Shaikh et al., 2020' | fill=00000000 | rows=[100] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O101 | value='165' | fill=00000000 | rows=[100] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P101 | value='Hoggard et al., 2020' | fill=00000000 | rows=[100] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A102 | value='Wajrakarur P12' | fill=00000000 | rows=[101] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B102 | value='olivine lamproite' | fill=00000000 | rows=[101] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C102 | value='India' | fill=00000000 | rows=[101] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D102 | value='on craton' | fill=00000000 | rows=[101] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E102 | value='Eastern Dharwar' | fill=00000000 | rows=[101] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F102 | value='1102.5' | fill=00000000 | rows=[101] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G102 | value='92.1330617931347' | fill=00000000 | rows=[101] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H102 | value='1.6607261938278' | fill=00000000 | rows=[101] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I102 | value='84.35679321726' | fill=00000000 | rows=[101] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J102 | value='0.0839296119748535' | fill=00000000 | rows=[101] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K102 | value='Sarkar et al., 2021' | fill=00000000 | rows=[101] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L102 | value='190' | fill=00000000 | rows=[101] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M102 | value='Paleogeotherm' | fill=00000000 | rows=[101] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N102 | value='Shaikh et al., 2020' | fill=00000000 | rows=[101] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O102 | value='165' | fill=00000000 | rows=[101] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P102 | value='Hoggard et al., 2020' | fill=00000000 | rows=[101] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A103 | value='Wajrakarur P13' | fill=00000000 | rows=[102] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B103 | value='olivine lamproite' | fill=00000000 | rows=[102] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C103 | value='India' | fill=00000000 | rows=[102] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D103 | value='on craton' | fill=00000000 | rows=[102] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E103 | value='Eastern Dharwar' | fill=00000000 | rows=[102] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F103 | value='1102.5' | fill=00000000 | rows=[102] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G103 | value='88.3573631215247' | fill=00000000 | rows=[102] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H103 | value='4.55380535859471' | fill=00000000 | rows=[102] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I103 | value='84.8557791511352' | fill=00000000 | rows=[102] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J103 | value='1.4881900802506' | fill=00000000 | rows=[102] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K103 | value='Shaikh et al., 2019' | fill=00000000 | rows=[102] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L103 | value='190' | fill=00000000 | rows=[102] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M103 | value='Paleogeotherm' | fill=00000000 | rows=[102] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N103 | value='Shaikh et al., 2020' | fill=00000000 | rows=[102] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O103 | value='165' | fill=00000000 | rows=[102] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P103 | value='Hoggard et al., 2020' | fill=00000000 | rows=[102] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A104 | value='Chigicherla-01 (CC1)' | fill=00000000 | rows=[103] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B104 | value='kimberlite' | fill=00000000 | rows=[103] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C104 | value='India' | fill=00000000 | rows=[103] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D104 | value='on craton' | fill=00000000 | rows=[103] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E104 | value='Eastern Dharwar' | fill=00000000 | rows=[103] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F104 | value='1102.5' | fill=00000000 | rows=[103] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G104 | value='90.2042005379379' | fill=00000000 | rows=[103] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H104 | value='2.82968852893639' | fill=00000000 | rows=[103] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I104 | value='89.4058507915174' | fill=00000000 | rows=[103] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J104 | value='0.237429095995707' | fill=00000000 | rows=[103] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K104 | value='Giuliani et al., 2020' | fill=00000000 | rows=[103] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L104 | value='190' | fill=00000000 | rows=[103] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M104 | value='Paleogeotherm' | fill=00000000 | rows=[103] | cols=[12] | col_header=False | row_header=False | metadata=False
