=== society-table28.xlsx ===
Cell A1 | value='Number and Share of Lives Saved by Mitigation Strategy' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell AY20 | value='1' | fill=None | rows=[19] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ20 | value='0' | fill=None | rows=[19] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA20 | value='0' | fill=None | rows=[19] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB20 | value='1.77777777777778' | fill=None | rows=[19] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC20 | value='0' | fill=None | rows=[19] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD20 | value='0' | fill=None | rows=[19] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE20 | value='1' | fill=None | rows=[19] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF20 | value='0' | fill=None | rows=[19] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG20 | value='0' | fill=None | rows=[19] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH20 | value='2.77777777777778' | fill=None | rows=[19] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI20 | value='0' | fill=None | rows=[19] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ20 | value='0' | fill=None | rows=[19] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN20 | value='0.660377358490566' | fill=None | rows=[19] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO20 | value='10.7129742962056' | fill=None | rows=[19] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP20 | value='26.4872408293461' | fill=None | rows=[19] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ20 | value='303.4210526315793' | fill=None | rows=[19] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR20 | value='55.92105263157893' | fill=None | rows=[19] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS20 | value='23.77777777777778' | fill=None | rows=[19] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT20 | value='3.77777777777778' | fill=None | rows=[19] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU20 | value='0' | fill=None | rows=[19] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW20 | value='424.7582533027558' | fill=None | rows=[19] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX20 | value='0.129895490306653' | fill=00000000 | rows=[19] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A21 | value='Family Planning' | fill=FFBFBFBF | rows=[20] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A22 | value='Ensure availability and sustainability of commodities of family planning.' | fill=9 | rows=[21] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B22 | value='1.32075471698113' | fill=None | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell BN22 | value='1.32075471698113' | fill=None | rows=[21] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO22 | value='0' | fill=None | rows=[21] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP22 | value='0' | fill=None | rows=[21] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ22 | value='0' | fill=None | rows=[21] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR22 | value='0' | fill=None | rows=[21] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS22 | value='0' | fill=None | rows=[21] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT22 | value='0' | fill=None | rows=[21] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU22 | value='0' | fill=None | rows=[21] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW22 | value='1.32075471698113' | fill=None | rows=[21] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX22 | value='0.000403900525070683' | fill=00000000 | rows=[21] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A23 | value='Capacity building of service providers on service provision and counseling in the context of COVID' | fill=9 | rows=[22] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B23 | value='0.660377358490566' | fill=None | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell BN23 | value='0.660377358490566' | fill=None | rows=[22] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO23 | value='0' | fill=None | rows=[22] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP23 | value='0' | fill=None | rows=[22] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ23 | value='0' | fill=None | rows=[22] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR23 | value='0' | fill=None | rows=[22] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS23 | value='0' | fill=None | rows=[22] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT23 | value='0' | fill=None | rows=[22] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU23 | value='0' | fill=None | rows=[22] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW23 | value='0.660377358490566' | fill=None | rows=[22] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX23 | value='0.000201950262535341' | fill=00000000 | rows=[22] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO24 | value='0' | fill=None | rows=[23] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP24 | value='0' | fill=None | rows=[23] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ24 | value='0' | fill=None | rows=[23] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR24 | value='0' | fill=None | rows=[23] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS24 | value='0' | fill=None | rows=[23] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT24 | value='0' | fill=None | rows=[23] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU24 | value='0' | fill=None | rows=[23] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW24 | value='0' | fill=None | rows=[23] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX24 | value='0' | fill=00000000 | rows=[23] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A25 | value='ANC' | fill=FFBFBFBF | rows=[24] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A26 | value='Implementation of M-Health in providing ANC services as a pilot project.' | fill=9 | rows=[25] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C26 | value='0' | fill=None | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='0' | fill=None | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='9.41860465116279' | fill=None | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='0' | fill=None | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='0' | fill=None | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='0' | fill=None | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='0' | fill=None | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K26 | value='0' | fill=None | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='0.348837209302326' | fill=None | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O26 | value='0.813953488372093' | fill=None | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell BO26 | value='10.5813953488372' | fill=None | rows=[25] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP26 | value='0' | fill=None | rows=[25] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ26 | value='0' | fill=None | rows=[25] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR26 | value='0' | fill=None | rows=[25] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS26 | value='0' | fill=None | rows=[25] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT26 | value='0' | fill=None | rows=[25] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU26 | value='0' | fill=None | rows=[25] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW26 | value='10.5813953488372' | fill=None | rows=[25] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX26 | value='0.00323590071829884' | fill=00000000 | rows=[25] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO27 | value='0' | fill=None | rows=[26] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP27 | value='0' | fill=None | rows=[26] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ27 | value='0' | fill=None | rows=[26] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR27 | value='0' | fill=None | rows=[26] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS27 | value='0' | fill=None | rows=[26] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT27 | value='0' | fill=None | rows=[26] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU27 | value='0' | fill=None | rows=[26] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW27 | value='0' | fill=None | rows=[26] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX27 | value='0' | fill=00000000 | rows=[26] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO28 | value='0' | fill=None | rows=[27] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP28 | value='0' | fill=None | rows=[27] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ28 | value='0' | fill=None | rows=[27] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR28 | value='0' | fill=None | rows=[27] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS28 | value='0' | fill=None | rows=[27] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT28 | value='0' | fill=None | rows=[27] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU28 | value='0' | fill=None | rows=[27] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW28 | value='0' | fill=None | rows=[27] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX28 | value='0' | fill=00000000 | rows=[27] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A29 | value='Delivery Care' | fill=FFBFBFBF | rows=[28] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A30 | value='Raising community awareness on importance of delivery in health services' | fill=9 | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell T30 | value='2.89473684210526' | fill=None | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U30 | value='3.15789473684211' | fill=None | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V30 | value='3.42105263157895' | fill=None | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell X30 | value='0.263157894736842' | fill=None | rows=[29] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y30 | value='0' | fill=None | rows=[29] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z30 | value='0' | fill=None | rows=[29] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA30 | value='0' | fill=None | rows=[29] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD30 | value='6.44736842105263' | fill=None | rows=[29] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF30 | value='0' | fill=None | rows=[29] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell BO30 | value='0' | fill=None | rows=[29] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP30 | value='16.1842105263158' | fill=None | rows=[29] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ30 | value='0' | fill=None | rows=[29] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR30 | value='0' | fill=None | rows=[29] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS30 | value='0' | fill=None | rows=[29] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT30 | value='0' | fill=None | rows=[29] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU30 | value='0' | fill=None | rows=[29] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW30 | value='16.1842105263158' | fill=None | rows=[29] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX30 | value='0.00494929985514244' | fill=00000000 | rows=[29] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO31 | value='0' | fill=None | rows=[30] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP31 | value='0' | fill=None | rows=[30] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ31 | value='0' | fill=None | rows=[30] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR31 | value='0' | fill=None | rows=[30] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS31 | value='0' | fill=None | rows=[30] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT31 | value='0' | fill=None | rows=[30] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU31 | value='0' | fill=None | rows=[30] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW31 | value='0' | fill=None | rows=[30] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX31 | value='0' | fill=00000000 | rows=[30] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO32 | value='0' | fill=None | rows=[31] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP32 | value='0' | fill=None | rows=[31] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ32 | value='0' | fill=None | rows=[31] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR32 | value='0' | fill=None | rows=[31] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS32 | value='0' | fill=None | rows=[31] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT32 | value='0' | fill=None | rows=[31] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU32 | value='0' | fill=None | rows=[31] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW32 | value='0' | fill=None | rows=[31] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX32 | value='0' | fill=00000000 | rows=[31] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A33 | value='Newborn Care' | fill=FFBFBFBF | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A34 | value='Capacity building of HCP in delivery room on ENC package in COVID context' | fill=9 | rows=[33] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell AG34 | value='27.5' | fill=None | rows=[33] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH34 | value='46.0526315789474' | fill=None | rows=[33] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI34 | value='38.1578947368421' | fill=None | rows=[33] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ34 | value='31.1842105263158' | fill=None | rows=[33] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK34 | value='0' | fill=None | rows=[33] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL34 | value='0' | fill=None | rows=[33] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM34 | value='0' | fill=None | rows=[33] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN34 | value='160.526315789474' | fill=None | rows=[33] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO34 | value='0' | fill=None | rows=[33] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell BO34 | value='0' | fill=None | rows=[33] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP34 | value='0' | fill=None | rows=[33] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ34 | value='303.421052631579' | fill=None | rows=[33] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR34 | value='0' | fill=None | rows=[33] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS34 | value='0' | fill=None | rows=[33] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT34 | value='0' | fill=None | rows=[33] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU34 | value='0' | fill=None | rows=[33] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW34 | value='303.421052631579' | fill=None | rows=[33] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX34 | value='0.0927893127313697' | fill=00000000 | rows=[33] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO35 | value='0' | fill=None | rows=[34] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP35 | value='0' | fill=None | rows=[34] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ35 | value='0' | fill=None | rows=[34] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR35 | value='0' | fill=None | rows=[34] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS35 | value='0' | fill=None | rows=[34] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT35 | value='0' | fill=None | rows=[34] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU35 | value='0' | fill=None | rows=[34] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW35 | value='0' | fill=None | rows=[34] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX35 | value='0' | fill=00000000 | rows=[34] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO36 | value='0' | fill=None | rows=[35] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP36 | value='0' | fill=None | rows=[35] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ36 | value='0' | fill=None | rows=[35] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR36 | value='0' | fill=None | rows=[35] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS36 | value='0' | fill=None | rows=[35] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT36 | value='0' | fill=None | rows=[35] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU36 | value='0' | fill=None | rows=[35] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW36 | value='0' | fill=None | rows=[35] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX36 | value='0' | fill=00000000 | rows=[35] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A37 | value='Vaccination' | fill=FFBFBFBF | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A38 | value='Tracing of vacination defaulters and conducting home visits' | fill=9 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell AS38 | value='0' | fill=None | rows=[37] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT38 | value='0' | fill=None | rows=[37] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU38 | value='6.66666666666667' | fill=None | rows=[37] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV38 | value='7' | fill=None | rows=[37] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW38 | value='0' | fill=None | rows=[37] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX38 | value='7.33333333333333' | fill=None | rows=[37] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY38 | value='1' | fill=None | rows=[37] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ38 | value='0' | fill=None | rows=[37] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA38 | value='0' | fill=None | rows=[37] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB38 | value='1.77777777777778' | fill=None | rows=[37] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BO38 | value='0' | fill=None | rows=[37] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP38 | value='0' | fill=None | rows=[37] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ38 | value='0' | fill=None | rows=[37] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR38 | value='0' | fill=None | rows=[37] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS38 | value='23.7777777777778' | fill=None | rows=[37] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT38 | value='0' | fill=None | rows=[37] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU38 | value='0' | fill=None | rows=[37] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW38 | value='23.7777777777778' | fill=None | rows=[37] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX38 | value='0.0072714916751614' | fill=00000000 | rows=[37] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO39 | value='0' | fill=None | rows=[38] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP39 | value='0' | fill=None | rows=[38] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ39 | value='0' | fill=None | rows=[38] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR39 | value='0' | fill=None | rows=[38] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS39 | value='0' | fill=None | rows=[38] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT39 | value='0' | fill=None | rows=[38] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU39 | value='0' | fill=None | rows=[38] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW39 | value='0' | fill=None | rows=[38] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX39 | value='0' | fill=00000000 | rows=[38] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO40 | value='0' | fill=None | rows=[39] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP40 | value='0' | fill=None | rows=[39] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ40 | value='0' | fill=None | rows=[39] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR40 | value='0' | fill=None | rows=[39] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS40 | value='0' | fill=None | rows=[39] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT40 | value='0' | fill=None | rows=[39] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU40 | value='0' | fill=None | rows=[39] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW40 | value='0' | fill=None | rows=[39] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX40 | value='0' | fill=00000000 | rows=[39] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Child Health' | fill=FFBFBFBF | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A42 | value='Capacity building of HCP in PHCs on IMNCH strategy in COVID context' | fill=9 | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell BC42 | value='0' | fill=None | rows=[41] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD42 | value='0' | fill=None | rows=[41] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE42 | value='1' | fill=None | rows=[41] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF42 | value='0' | fill=None | rows=[41] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG42 | value='0' | fill=None | rows=[41] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH42 | value='2.77777777777778' | fill=None | rows=[41] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI42 | value='0' | fill=None | rows=[41] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ42 | value='0' | fill=None | rows=[41] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BO42 | value='0' | fill=None | rows=[41] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP42 | value='0' | fill=None | rows=[41] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ42 | value='0' | fill=None | rows=[41] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR42 | value='0' | fill=None | rows=[41] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS42 | value='0' | fill=None | rows=[41] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT42 | value='3.77777777777778' | fill=None | rows=[41] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU42 | value='0' | fill=None | rows=[41] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW42 | value='3.77777777777778' | fill=None | rows=[41] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX42 | value='0.00115528372409106' | fill=00000000 | rows=[41] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BO43 | value='0' | fill=None | rows=[42] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP43 | value='0' | fill=None | rows=[42] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ43 | value='0' | fill=None | rows=[42] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR43 | value='0' | fill=None | rows=[42] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS43 | value='0' | fill=None | rows=[42] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT43 | value='0' | fill=None | rows=[42] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU43 | value='0' | fill=None | rows=[42] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW43 | value='0' | fill=None | rows=[42] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX43 | value='0' | fill=00000000 | rows=[42] | cols=[75] | col_header=False | row_header=False | metadata=False

