=== education-table22.xlsx ===
Cell A1 | value='DBN' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell CB3 | value='1.89' | fill=00000000 | rows=[2] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC3 | value='0.55' | fill=00000000 | rows=[2] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A4 | value='01M650' | fill=00000000 | rows=[3] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B4 | value='Cascades High School' | fill=00000000 | rows=[3] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4 | value='36.5' | fill=7 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4 | value='B' | fill=7 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E4 | value='.' | fill=00000000 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F4 | value='2.98' | fill=00000000 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G4 | value='11.96' | fill=00000000 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H4 | value='.' | fill=00000000 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I4 | value='1.76' | fill=00000000 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J4 | value='11.48' | fill=00000000 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K4 | value='.' | fill=00000000 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L4 | value='10.16' | fill=00000000 | rows=[3] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M4 | value='3.13' | fill=00000000 | rows=[3] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N4 | value='12.95' | fill=00000000 | rows=[3] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O4 | value='0.716' | fill=00000000 | rows=[3] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P4 | value='3.01' | fill=00000000 | rows=[3] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q4 | value='12.25' | fill=00000000 | rows=[3] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R4 | value='0.774' | fill=00000000 | rows=[3] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S4 | value='10.67' | fill=00000000 | rows=[3] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T4 | value='5.17' | fill=00000000 | rows=[3] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U4 | value='14.15' | fill=00000000 | rows=[3] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V4 | value='0.612' | fill=00000000 | rows=[3] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W4 | value='5.82' | fill=00000000 | rows=[3] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X4 | value='13.34' | fill=00000000 | rows=[3] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y4 | value='0.645' | fill=00000000 | rows=[3] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z4 | value='11.42' | fill=00000000 | rows=[3] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA4 | value='5.01' | fill=00000000 | rows=[3] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB4 | value='13.97' | fill=00000000 | rows=[3] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC4 | value='0.715' | fill=00000000 | rows=[3] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD4 | value='5.76' | fill=00000000 | rows=[3] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE4 | value='12.98' | fill=00000000 | rows=[3] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF4 | value='0.784' | fill=00000000 | rows=[3] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG4 | value='-0.049' | fill=00000000 | rows=[3] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH4 | value='-0.112' | fill=00000000 | rows=[3] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI4 | value='0.094' | fill=00000000 | rows=[3] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ4 | value='0.306' | fill=00000000 | rows=[3] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK4 | value='-0.117' | fill=00000000 | rows=[3] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL4 | value='0.099' | fill=00000000 | rows=[3] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM4 | value='0.315' | fill=00000000 | rows=[3] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN4 | value='0.52' | fill=00000000 | rows=[3] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO4 | value='0.049' | fill=00000000 | rows=[3] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP4 | value='0.497' | fill=00000000 | rows=[3] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ4 | value='1' | fill=00000000 | rows=[3] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR4 | value='0.014' | fill=00000000 | rows=[3] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS4 | value='0.43' | fill=00000000 | rows=[3] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT4 | value='1' | fill=00000000 | rows=[3] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU4 | value='1.55' | fill=00000000 | rows=[3] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV4 | value='0.43' | fill=00000000 | rows=[3] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW4 | value='2.17' | fill=00000000 | rows=[3] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX4 | value='0.644' | fill=00000000 | rows=[3] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY4 | value='0.41' | fill=00000000 | rows=[3] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ4 | value='1.91' | fill=00000000 | rows=[3] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA4 | value='0.76' | fill=00000000 | rows=[3] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB4 | value='1.81' | fill=00000000 | rows=[3] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC4 | value='0.21' | fill=00000000 | rows=[3] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD4 | value='2.29' | fill=00000000 | rows=[3] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE4 | value='0.769' | fill=00000000 | rows=[3] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF4 | value='0.08' | fill=00000000 | rows=[3] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG4 | value='2.26' | fill=00000000 | rows=[3] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH4 | value='0.794' | fill=00000000 | rows=[3] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI4 | value='2.47' | fill=00000000 | rows=[3] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ4 | value='0.59' | fill=00000000 | rows=[3] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK4 | value='2.35' | fill=00000000 | rows=[3] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL4 | value='1' | fill=00000000 | rows=[3] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM4 | value='0.47' | fill=00000000 | rows=[3] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN4 | value='2.55' | fill=00000000 | rows=[3] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO4 | value='0.962' | fill=00000000 | rows=[3] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP4 | value='2.08' | fill=00000000 | rows=[3] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ4 | value='0.22' | fill=00000000 | rows=[3] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR4 | value='2.48' | fill=00000000 | rows=[3] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS4 | value='0.823' | fill=00000000 | rows=[3] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT4 | value='0.2' | fill=00000000 | rows=[3] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU4 | value='2.48' | fill=00000000 | rows=[3] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV4 | value='0.825' | fill=00000000 | rows=[3] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW4 | value='1.53' | fill=00000000 | rows=[3] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX4 | value='0.6' | fill=00000000 | rows=[3] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY4 | value='1.88' | fill=00000000 | rows=[3] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ4 | value='0.727' | fill=00000000 | rows=[3] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA4 | value='0.49' | fill=00000000 | rows=[3] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB4 | value='1.89' | fill=00000000 | rows=[3] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC4 | value='0.743' | fill=00000000 | rows=[3] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A5 | value='02M313' | fill=00000000 | rows=[4] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B5 | value='James Baldwin School, The: A School for Expeditionary Learning' | fill=00000000 | rows=[4] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C5 | value='23.9' | fill=7 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='D' | fill=7 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='7.58' | fill=00000000 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='2.86' | fill=00000000 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='11.84' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='0.526' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='1.76' | fill=00000000 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='11.48' | fill=00000000 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K5 | value='0.599' | fill=00000000 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L5 | value='7.75' | fill=00000000 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='2.95' | fill=00000000 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N5 | value='12.81' | fill=00000000 | rows=[4] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O5 | value='0.487' | fill=00000000 | rows=[4] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P5 | value='3.01' | fill=00000000 | rows=[4] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q5 | value='12.25' | fill=00000000 | rows=[4] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R5 | value='0.513' | fill=00000000 | rows=[4] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S5 | value='9.61' | fill=00000000 | rows=[4] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T5 | value='5' | fill=00000000 | rows=[4] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U5 | value='13.9' | fill=00000000 | rows=[4] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V5 | value='0.518' | fill=00000000 | rows=[4] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W5 | value='5.82' | fill=00000000 | rows=[4] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X5 | value='13.34' | fill=00000000 | rows=[4] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y5 | value='0.504' | fill=00000000 | rows=[4] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z5 | value='11.97' | fill=00000000 | rows=[4] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA5 | value='4.8' | fill=00000000 | rows=[4] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB5 | value='13.94' | fill=00000000 | rows=[4] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC5 | value='0.784' | fill=00000000 | rows=[4] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD5 | value='5.76' | fill=00000000 | rows=[4] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE5 | value='12.98' | fill=00000000 | rows=[4] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF5 | value='0.86' | fill=00000000 | rows=[4] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG5 | value='-0.095' | fill=00000000 | rows=[4] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH5 | value='-0.112' | fill=00000000 | rows=[4] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI5 | value='0.088' | fill=00000000 | rows=[4] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ5 | value='0.085' | fill=00000000 | rows=[4] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK5 | value='-0.117' | fill=00000000 | rows=[4] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL5 | value='0.099' | fill=00000000 | rows=[4] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM5 | value='0.102' | fill=00000000 | rows=[4] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN5 | value='.' | fill=00000000 | rows=[4] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO5 | value='0.04' | fill=00000000 | rows=[4] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP5 | value='0.506' | fill=00000000 | rows=[4] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ5 | value='.' | fill=00000000 | rows=[4] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR5 | value='0.014' | fill=00000000 | rows=[4] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS5 | value='0.43' | fill=00000000 | rows=[4] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT5 | value='.' | fill=00000000 | rows=[4] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU5 | value='1.66' | fill=00000000 | rows=[4] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV5 | value='0.4' | fill=00000000 | rows=[4] | cols=[47] | col_header=False | row_header=False | metadata=False
