=== health-table02.xlsx ===
Cell B1 | value='Healthcare provider resources' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell J33 | value='31.31' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='32.01' | fill=00000000 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='31.84' | fill=00000000 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B34 | value='Poland' | fill=FFE2F2FB | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D34 | value='27.75' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='27.69' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='33.16' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='33.22' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='32.2' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='32.25' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='32.55' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='32.7' | fill=00000000 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Portugal' | fill=FFE2F2FB | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D35 | value='21.67' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='21.72' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='21.76' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='22.25' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='23.18' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='23.21' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='23.06' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='23.27' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Slovak Republic' | fill=FFE2F2FB | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D36 | value='24.71' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='24.49' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='24.09' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='23.87' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='23.65' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='24.18' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='24.81' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='25.96' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Slovenia' | fill=FFE2F2FB | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D37 | value='14.06' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='14.05' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='14.04' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='14.01' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='13.88' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='13.81' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='13.76' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='13.75' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='13.69' | fill=00000000 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Spain' | fill=FFE2F2FB | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D38 | value='16.48' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='16.45' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='16.74' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='16.73' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='16.5' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='16.3' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='16.4' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='15.77' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Switzerland' | fill=FFE2F2FB | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D39 | value='34.77' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='33.8' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='33.25' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='33' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='32.77' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='31.95' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='31.71' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='31.68' | fill=00000000 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Türkiye' | fill=FFE2F2FB | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D40 | value='19.6' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='19.05' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='18.9' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='18.84' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='18.62' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='18.4' | fill=00000000 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='18.38' | fill=00000000 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='18.3' | fill=00000000 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B41 | value='United Kingdom' | fill=FFE2F2FB | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D41 | value='28.9' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='29.28' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='29.07' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='28.75' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='29.61' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='28.64' | fill=00000000 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='29.78' | fill=00000000 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='29.73' | fill=00000000 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B42 | value='United States' | fill=FFE2F2FB | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D42 | value='17.35' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='17.13' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='19.1' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='18.8' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='18.55' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='18.38' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='18.46' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='18.36' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Non-OECD economies' | fill=FFE2F2FB | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B44 | value='·  Bulgaria' | fill=FFE2F2FB | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D44 | value='48.48' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='48.4' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='48.9' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='49.25' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='48.88' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='49.32' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='49.58' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='51.33' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B45 | value='·  Croatia' | fill=FFE2F2FB | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D45 | value='15.22' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='15.33' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='16' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='16.14' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='16.48' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='16.8' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='17.53' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='17.64' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B46 | value='·  Romania' | fill=FFE2F2FB | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D46 | value='29.21' | fill=00000000 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='30.14' | fill=00000000 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='26.8' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='27.66' | fill=00000000 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='28.28' | fill=00000000 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='28.54' | fill=00000000 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='29.18' | fill=00000000 | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='29.45' | fill=00000000 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B47 | value='Hospital type: Public' | fill=FFB7DEF6 | rows=[46] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=False
Cell B48 | value='Australia' | fill=FFE2F2FB | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D48 | value='29.43' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='28.85' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='28.3' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='27.8' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='27.43' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='27.17' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='27.13' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='26.33' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='25.23' | fill=00000000 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
