=== society-table41.xlsx ===
Cell C1 | value='Demographic and Epidemiological Data' | fill=FF00B0F0 | rows=[0] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D28 | value='Antenatal care (at least 4 visits)' | fill=FF00B050 | rows=[27] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E28 | value='Pregnancies' | fill=None | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='1' | fill=9 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='All pregnant women' | fill=None | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='1067630' | fill=None | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='1061789' | fill=None | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='1057944' | fill=None | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A29 | value='16' | fill=5 | rows=[28] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B29 | value='11' | fill=5 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='TT - Tetanus toxoid vaccination' | fill=FF00B050 | rows=[28] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D29 | value='TT - Tetanus toxoid vaccination' | fill=FF00B050 | rows=[28] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E29 | value='Pregnancies' | fill=None | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='1' | fill=9 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='All pregnant women' | fill=None | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='1067630' | fill=None | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='1061789' | fill=None | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='1057944' | fill=None | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A30 | value='17' | fill=5 | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B30 | value='12' | fill=5 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='IPTp - Intermittent preventive treatment of malaria during pregnancy' | fill=FF00B050 | rows=[29] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D30 | value='Percent of women exposed to falciparum' | fill=FF00B050 | rows=[29] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E30 | value='Pregnancies' | fill=None | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='0' | fill=9 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='Women exposed to falciparum' | fill=None | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='0' | fill=None | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='0' | fill=None | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='0' | fill=None | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='LiST/Health status, mortality and economic status/Baseline maternal health status: Percent of women exposed to falciparum' | fill=None | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A31 | value='18' | fill=5 | rows=[30] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B31 | value='13' | fill=5 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='Syphilis detection and treatment' | fill=FF00B050 | rows=[30] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D31 | value='Syphilis detection and treatment' | fill=FF00B050 | rows=[30] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E31 | value='Pregnancies' | fill=None | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='1' | fill=9 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='All pregnant women' | fill=None | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='1067630' | fill=None | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='1061789' | fill=None | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='1057944' | fill=None | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='No data in LiSt' | fill=None | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A32 | value='19' | fill=5 | rows=[31] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B32 | value='14' | fill=5 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='Calcium supplementation' | fill=FF00B050 | rows=[31] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D32 | value='Calcium supplementation' | fill=FF00B050 | rows=[31] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E32 | value='Pregnancies' | fill=00000000 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='1' | fill=9 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='Women with low calcium levels' | fill=00000000 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='1067630' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='1061789' | fill=00000000 | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='1057944' | fill=00000000 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='No data in LiSt' | fill=00000000 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A33 | value='20' | fill=5 | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B33 | value='15' | fill=5 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='Iron supplementation in pregnancy' | fill=FF00B050 | rows=[32] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D33 | value='Iron supplementation in pregnancy' | fill=FF00B050 | rows=[32] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E33 | value='Pregnancies' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='1' | fill=9 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='All pregnant women' | fill=00000000 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='1067630' | fill=00000000 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='1061789' | fill=00000000 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='1057944' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A34 | value='21' | fill=5 | rows=[33] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B34 | value='16' | fill=5 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='Multiple micronutrient supplementation in pregnancy' | fill=FF00B050 | rows=[33] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D34 | value='Multiple micronutrient supplementation in pregnancy' | fill=FF00B050 | rows=[33] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E34 | value='Pregnancies' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='1' | fill=9 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H34 | value='1067630' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='1061789' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='1057944' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A35 | value='22' | fill=5 | rows=[34] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B35 | value='17' | fill=5 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='Balanced energy supplementation' | fill=FF00B050 | rows=[34] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D35 | value='Percent of women with low BMI (<18.5, WRA)' | fill=FF00B050 | rows=[34] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E35 | value='Pregnancies' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0.052' | fill=9 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='Women with low BMI (<18.5, WRA)' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='55516.76' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='55213.028' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='55013.088' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='LiST/Health status, mortality and economic status/Baseline maternal health status: Percent of women with low BMI (<18.5, WRA)' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A36 | value='23' | fill=5 | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B36 | value='18' | fill=5 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='Hypertensive disorder case management' | fill=FF00B050 | rows=[35] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D36 | value='Hypertensive disorder case management' | fill=FF00B050 | rows=[35] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E36 | value='Pregnancies' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0.05' | fill=9 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H36 | value='53381.5' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='53089.45' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='52897.2' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A37 | value='24' | fill=5 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='19' | fill=5 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='Diabetes case management' | fill=FF00B050 | rows=[36] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D37 | value='Diabetes case management' | fill=FF00B050 | rows=[36] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E37 | value='Pregnancies' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='0.089' | fill=9 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='LiST  global estimate' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='95019.07' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='94499.221' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='94157.016' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='LiST  global estimate' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A38 | value='25' | fill=5 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='20' | fill=5 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='Malaria case management' | fill=FF00B050 | rows=[37] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D38 | value='Percent of women exposed to falciparum' | fill=FF00B050 | rows=[37] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E38 | value='Pregnancies' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='0.022' | fill=9 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='Women exposed to falciparum' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='23487.86' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='23359.358' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='23274.768' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='LiST/Health status, mortality and economic status/Baseline maternal health status: Percent of women exposed to falciparum' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A39 | value='26' | fill=5 | rows=[38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B39 | value='21' | fill=5 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='MgSO4 management of pre-eclampsia' | fill=FF00B050 | rows=[38] | cols=[2] | col_header=False | row_header=True | metadata=False
