=== education-table18.xlsx ===
Cell A1 | value='Grade' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell I12 | value='59' | fill=FF00B0F0 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J12 | value='6.37837837837838' | fill=FF00B0F0 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K12 | value='393' | fill=FF00B0F0 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L12 | value='42.4864864864865' | fill=FF00B0F0 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M12 | value='443' | fill=FF00B0F0 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N12 | value='47.8918918918919' | fill=FF00B0F0 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O12 | value='1-3' | fill=FF00B0F0 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P12 | value='0.216216216216216' | fill=FF00B0F0 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q12 | value='22' | fill=FF00B0F0 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R12 | value='2.37837837837838' | fill=FF00B0F0 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S12 | value='100' | fill=FF00B0F0 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T12 | value='10.8108108108108' | fill=FF00B0F0 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U12 | value='1-3' | fill=FF00B0F0 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V12 | value='0.216216216216216' | fill=FF00B0F0 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W12 | value='37' | fill=FF00B0F0 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X12 | value='4' | fill=FF00B0F0 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y12 | value='746' | fill=FF00B0F0 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z12 | value='100' | fill=FF00B0F0 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell B13 | value='Male' | fill=FF00B050 | rows=[12] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C13 | value='321' | fill=FF00B0F0 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D13 | value='55.632582322357' | fill=FF00B0F0 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E13 | value='1-3' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='0.346620450606586' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='1-3' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='0.346620450606586' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='23' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='3.98613518197574' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='168' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='29.1161178509532' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='122' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='21.1438474870017' | fill=00000000 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='1-3' | fill=00000000 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='0.346620450606586' | fill=00000000 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='1-3' | fill=00000000 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='0.346620450606586' | fill=00000000 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='45' | fill=00000000 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='7.79896013864818' | fill=00000000 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='5' | fill=00000000 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='0.866551126516464' | fill=00000000 | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='15' | fill=00000000 | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='2.59965337954939' | fill=00000000 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='747' | fill=00000000 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='100' | fill=00000000 | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A14 | value='3' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='Female' | fill=FF00B050 | rows=[13] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C14 | value='256' | fill=FF00B0F0 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D14 | value='44.367417677643' | fill=FF00B0F0 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E14 | value='1-3' | fill=None | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='0.346620450606586' | fill=None | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='0' | fill=None | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='0' | fill=None | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='21' | fill=None | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='3.63951473136915' | fill=None | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='123' | fill=None | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='21.317157712305' | fill=None | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='102' | fill=None | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='17.6776429809359' | fill=None | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='0' | fill=None | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='0' | fill=None | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='8' | fill=None | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='1.38648180242634' | fill=None | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='26' | fill=None | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='4.50606585788562' | fill=None | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='1-3' | fill=None | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='0.346620450606586' | fill=None | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='10' | fill=None | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='1.73310225303293' | fill=None | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='747' | fill=None | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='100' | fill=None | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B15 | value='Total' | fill=FF00B0F0 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C15 | value='577' | fill=FF00B0F0 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D15 | value='100' | fill=FF00B0F0 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E15 | value='4' | fill=FF00B0F0 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F15 | value='0.693240901213172' | fill=FF00B0F0 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G15 | value='1-3' | fill=FF00B0F0 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H15 | value='0.346620450606586' | fill=FF00B0F0 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I15 | value='44' | fill=FF00B0F0 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J15 | value='7.62564991334489' | fill=FF00B0F0 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K15 | value='291' | fill=FF00B0F0 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L15 | value='50.4332755632582' | fill=FF00B0F0 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M15 | value='224' | fill=FF00B0F0 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N15 | value='38.8214904679376' | fill=FF00B0F0 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O15 | value='1-3' | fill=FF00B0F0 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P15 | value='0.346620450606586' | fill=FF00B0F0 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q15 | value='10' | fill=FF00B0F0 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R15 | value='1.73310225303293' | fill=FF00B0F0 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S15 | value='71' | fill=FF00B0F0 | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T15 | value='12.3050259965338' | fill=FF00B0F0 | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U15 | value='7' | fill=FF00B0F0 | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V15 | value='1.21317157712305' | fill=FF00B0F0 | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W15 | value='25' | fill=FF00B0F0 | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X15 | value='4.33275563258232' | fill=FF00B0F0 | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y15 | value='747' | fill=FF00B0F0 | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z15 | value='100' | fill=FF00B0F0 | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell B16 | value='Male' | fill=FF00B050 | rows=[15] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C16 | value='262' | fill=FF00B0F0 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D16 | value='63.1325301204819' | fill=FF00B0F0 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E16 | value='1-3' | fill=None | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='0.481927710843373' | fill=None | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='0' | fill=None | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='0' | fill=None | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='9' | fill=None | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='2.16867469879518' | fill=None | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='136' | fill=None | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='32.7710843373494' | fill=None | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='113' | fill=None | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='27.2289156626506' | fill=None | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='0' | fill=None | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='0' | fill=None | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='1-3' | fill=None | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='0.481927710843373' | fill=None | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='26' | fill=None | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='6.26506024096386' | fill=None | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='1-3' | fill=None | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='0.481927710843373' | fill=None | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='7' | fill=None | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='1.68674698795181' | fill=None | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='743' | fill=None | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='100' | fill=None | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A17 | value='4' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B17 | value='Female' | fill=FF00B050 | rows=[16] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C17 | value='153' | fill=FF00B0F0 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D17 | value='36.8674698795181' | fill=FF00B0F0 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E17 | value='1-3' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='0.481927710843373' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='1-3' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='0.481927710843373' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
