=== employment-table17.xlsx ===
Cell A1 | value='Industry and sex' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A53 | value='Financial activities' | fill=FF00B050 | rows=[52] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B53 | value='5384' | fill=FF00B0F0 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C53 | value='4951' | fill=FF00B0F0 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D53 | value='4864' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='87' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='430' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='2' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Finance and insurance' | fill=FF00B050 | rows=[53] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B54 | value='3659' | fill=FF00B0F0 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C54 | value='3489' | fill=FF00B0F0 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D54 | value='3438' | fill=00000000 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='51' | fill=00000000 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='169' | fill=00000000 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='0' | fill=00000000 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A55 | value='Real estate and rental and leasing' | fill=FF00B050 | rows=[54] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B55 | value='1725' | fill=FF00B0F0 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C55 | value='1462' | fill=FF00B0F0 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D55 | value='1426' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='37' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='261' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='2' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A56 | value='Professional and business services' | fill=FF00B050 | rows=[55] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B56 | value='11980' | fill=FF00B0F0 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C56 | value='10894' | fill=FF00B0F0 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D56 | value='10577' | fill=00000000 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E56 | value='317' | fill=00000000 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='1082' | fill=00000000 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='4' | fill=00000000 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A57 | value='Professional and technical services' | fill=FF00B050 | rows=[56] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B57 | value='7870' | fill=FF00B0F0 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C57 | value='7303' | fill=FF00B0F0 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D57 | value='7118' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='185' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='567' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='0' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A58 | value='Management, administrative, and waste services' | fill=FF00B050 | rows=[57] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B58 | value='4110' | fill=FF00B0F0 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C58 | value='3591' | fill=FF00B0F0 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D58 | value='3459' | fill=00000000 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='132' | fill=00000000 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F58 | value='516' | fill=00000000 | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G58 | value='3' | fill=00000000 | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A59 | value='Education and health services' | fill=FF00B050 | rows=[58] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B59 | value='9322' | fill=FF00B0F0 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C59 | value='9097' | fill=FF00B0F0 | rows=[58] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D59 | value='6091' | fill=00000000 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E59 | value='3007' | fill=00000000 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F59 | value='223' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='2' | fill=00000000 | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A60 | value='Educational services' | fill=FF00B050 | rows=[59] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B60 | value='4365' | fill=FF00B0F0 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C60 | value='4299' | fill=FF00B0F0 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D60 | value='1722' | fill=00000000 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='2578' | fill=00000000 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='66' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='0' | fill=00000000 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A61 | value='Health care and social assistance' | fill=FF00B050 | rows=[60] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B61 | value='4957' | fill=FF00B0F0 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C61 | value='4798' | fill=FF00B0F0 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D61 | value='4369' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='429' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='157' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='2' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A62 | value='Hospitals' | fill=FF00B050 | rows=[61] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B62 | value='1896' | fill=FF00B0F0 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C62 | value='1893' | fill=FF00B0F0 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D62 | value='1648' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='245' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='3' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='0' | fill=00000000 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A63 | value='Health services, except hospitals' | fill=FF00B050 | rows=[62] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B63 | value='2453' | fill=FF00B0F0 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C63 | value='2324' | fill=FF00B0F0 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D63 | value='2228' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='96' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='128' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='1' | fill=00000000 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A64 | value='Social assistance' | fill=FF00B050 | rows=[63] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B64 | value='608' | fill=FF00B0F0 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C64 | value='581' | fill=FF00B0F0 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D64 | value='494' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='87' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F64 | value='26' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='1' | fill=00000000 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A65 | value='Leisure and hospitality' | fill=FF00B050 | rows=[64] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B65 | value='7027' | fill=FF00B0F0 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C65 | value='6616' | fill=FF00B0F0 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D65 | value='6391' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='225' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='410' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='1' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A66 | value='Arts, entertainment, and recreation' | fill=FF00B050 | rows=[65] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B66 | value='1974' | fill=FF00B0F0 | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C66 | value='1698' | fill=FF00B0F0 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D66 | value='1502' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E66 | value='197' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='276' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='0' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A67 | value='Accommodation and food services' | fill=FF00B050 | rows=[66] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B67 | value='5052' | fill=FF00B0F0 | rows=[66] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C67 | value='4918' | fill=FF00B0F0 | rows=[66] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D67 | value='4889' | fill=00000000 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E67 | value='29' | fill=00000000 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F67 | value='134' | fill=00000000 | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='1' | fill=00000000 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A68 | value='Other services' | fill=FF00B050 | rows=[67] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B68 | value='3551' | fill=FF00B0F0 | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C68 | value='3055' | fill=FF00B0F0 | rows=[67] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D68 | value='3038' | fill=00000000 | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E68 | value='17' | fill=00000000 | rows=[67] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F68 | value='494' | fill=00000000 | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G68 | value='1' | fill=00000000 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A69 | value='Other services, except private households' | fill=FF00B050 | rows=[68] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B69 | value='3496' | fill=FF00B0F0 | rows=[68] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C69 | value='3001' | fill=FF00B0F0 | rows=[68] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D69 | value='2984' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E69 | value='17' | fill=00000000 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F69 | value='494' | fill=00000000 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='1' | fill=00000000 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A70 | value='Private households' | fill=FF00B050 | rows=[69] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B70 | value='54' | fill=FF00B0F0 | rows=[69] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C70 | value='54' | fill=FF00B0F0 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D70 | value='54' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E70 | value='–' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F70 | value='–' | fill=00000000 | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='–' | fill=00000000 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A71 | value='Public administration' | fill=FF00B050 | rows=[70] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B71 | value='4313' | fill=FF00B0F0 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C71 | value='4313' | fill=FF00B0F0 | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D71 | value='–' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E71 | value='4313' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F71 | value='–' | fill=00000000 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G71 | value='–' | fill=00000000 | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A73 | value='Women' | fill=FFFFFF00 | rows=[72] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A74 | value='Total, nonagricultural industries' | fill=FF00B0F0 | rows=[73] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B74 | value='74874' | fill=FF00B0F0 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C74 | value='71169' | fill=FF00B0F0 | rows=[73] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D74 | value='58964' | fill=FF00B0F0 | rows=[73] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E74 | value='12205' | fill=FF00B0F0 | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F74 | value='3675' | fill=FF00B0F0 | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G74 | value='30' | fill=FF00B0F0 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell A75 | value='Mining, quarrying, and oil and gas extraction' | fill=FF00B050 | rows=[74] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B75 | value='90' | fill=FF00B0F0 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C75 | value='87' | fill=FF00B0F0 | rows=[74] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D75 | value='85' | fill=00000000 | rows=[74] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E75 | value='1' | fill=00000000 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='3' | fill=00000000 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='0' | fill=00000000 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A76 | value='Construction' | fill=FF00B050 | rows=[75] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B76 | value='1287' | fill=FF00B0F0 | rows=[75] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C76 | value='1173' | fill=FF00B0F0 | rows=[75] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D76 | value='1128' | fill=00000000 | rows=[75] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E76 | value='45' | fill=00000000 | rows=[75] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F76 | value='108' | fill=00000000 | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='5' | fill=00000000 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A77 | value='Manufacturing' | fill=FF00B050 | rows=[76] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B77 | value='4599' | fill=FF00B0F0 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C77 | value='4478' | fill=FF00B0F0 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D77 | value='4453' | fill=00000000 | rows=[76] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E77 | value='26' | fill=00000000 | rows=[76] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F77 | value='120' | fill=00000000 | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='0' | fill=00000000 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A78 | value='Durable goods' | fill=FF00B050 | rows=[77] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B78 | value='2593' | fill=FF00B0F0 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C78 | value='2536' | fill=FF00B0F0 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D78 | value='2517' | fill=00000000 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E78 | value='19' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='56' | fill=00000000 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='0' | fill=00000000 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A79 | value='Nondurable goods' | fill=FF00B050 | rows=[78] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B79 | value='2006' | fill=FF00B0F0 | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C79 | value='1942' | fill=FF00B0F0 | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D79 | value='1936' | fill=00000000 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E79 | value='6' | fill=00000000 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F79 | value='64' | fill=00000000 | rows=[78] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G79 | value='0' | fill=00000000 | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A80 | value='Wholesale and retail trade' | fill=FF00B050 | rows=[79] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B80 | value='8910' | fill=FF00B0F0 | rows=[79] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C80 | value='8548' | fill=FF00B0F0 | rows=[79] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D80 | value='8502' | fill=00000000 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E80 | value='46' | fill=00000000 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F80 | value='358' | fill=00000000 | rows=[79] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G80 | value='4' | fill=00000000 | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A81 | value='Wholesale trade' | fill=FF00B050 | rows=[80] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B81 | value='1032' | fill=FF00B0F0 | rows=[80] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C81 | value='1006' | fill=FF00B0F0 | rows=[80] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D81 | value='1000' | fill=00000000 | rows=[80] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E81 | value='7' | fill=00000000 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F81 | value='25' | fill=00000000 | rows=[80] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G81 | value='0' | fill=00000000 | rows=[80] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A82 | value='Retail trade' | fill=FF00B050 | rows=[81] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B82 | value='7878' | fill=FF00B0F0 | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C82 | value='7542' | fill=FF00B0F0 | rows=[81] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D82 | value='7502' | fill=00000000 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='39' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F82 | value='333' | fill=00000000 | rows=[81] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G82 | value='4' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A83 | value='Transportation and utilities' | fill=FF00B050 | rows=[82] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B83 | value='2420' | fill=FF00B0F0 | rows=[82] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C83 | value='2300' | fill=FF00B0F0 | rows=[82] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D83 | value='1904' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E83 | value='396' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F83 | value='118' | fill=00000000 | rows=[82] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G83 | value='1' | fill=00000000 | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A84 | value='Transportation and warehousing' | fill=FF00B050 | rows=[83] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B84 | value='2104' | fill=FF00B0F0 | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C84 | value='1985' | fill=FF00B0F0 | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D84 | value='1654' | fill=00000000 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E84 | value='331' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F84 | value='118' | fill=00000000 | rows=[83] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G84 | value='1' | fill=00000000 | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A85 | value='Utilities' | fill=FF00B050 | rows=[84] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B85 | value='315' | fill=FF00B0F0 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C85 | value='315' | fill=FF00B0F0 | rows=[84] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D85 | value='250' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E85 | value='65' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='–' | fill=00000000 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='–' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A86 | value='Information' | fill=FF00B050 | rows=[85] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B86 | value='1138' | fill=FF00B0F0 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C86 | value='1098' | fill=FF00B0F0 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D86 | value='982' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='115' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='40' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='0' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A87 | value='Financial activities' | fill=FF00B050 | rows=[86] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B87 | value='5634' | fill=FF00B0F0 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C87 | value='5297' | fill=FF00B0F0 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D87 | value='5187' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='111' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='335' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='2' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A88 | value='Finance and insurance' | fill=FF00B050 | rows=[87] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B88 | value='4088' | fill=FF00B0F0 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C88 | value='4027' | fill=FF00B0F0 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D88 | value='3958' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='69' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='61' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='0' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A89 | value='Real estate and rental and leasing' | fill=FF00B050 | rows=[88] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B89 | value='1546' | fill=FF00B0F0 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C89 | value='1271' | fill=FF00B0F0 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D89 | value='1229' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='42' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='274' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='1' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A90 | value='Professional and business services' | fill=FF00B050 | rows=[89] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B90 | value='8756' | fill=FF00B0F0 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C90 | value='7911' | fill=FF00B0F0 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D90 | value='7707' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='204' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='841' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='4' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A91 | value='Professional and technical services' | fill=FF00B050 | rows=[90] | cols=[0] | col_header=False | row_header=True | metadata=False
