=== geography-table03.xlsx ===
Cell A1 | value='Reference area' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A125 | value='·  Hauts-de-France' | fill=FF00B050 | rows=[124] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C125 | value='11828068.7041288' | fill=00000000 | rows=[124] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A126 | value='·  Grand Est' | fill=FF00B050 | rows=[125] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C126 | value='33405988.9999912' | fill=00000000 | rows=[125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A127 | value='·  Pays de la Loire' | fill=FF00B050 | rows=[126] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C127 | value='17951404.1443178' | fill=00000000 | rows=[126] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A128 | value='·  Brittany' | fill=FF00B050 | rows=[127] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C128 | value='16602197.1527633' | fill=00000000 | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A129 | value='·  Nouvelle-Aquitaine' | fill=FF00B050 | rows=[128] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C129 | value='60798742.7149572' | fill=00000000 | rows=[128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A130 | value='·  Occitanie' | fill=FF00B050 | rows=[129] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C130 | value='55987394.5887526' | fill=00000000 | rows=[129] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A131 | value='·  Auvergne-Rhône-Alpes' | fill=FF00B050 | rows=[130] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C131 | value='57609262.4971128' | fill=00000000 | rows=[130] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A132 | value='·  Provence-Alpes-Côte d’Azur' | fill=FF00B050 | rows=[131] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C132 | value='25971805.7023528' | fill=00000000 | rows=[131] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A133 | value='·  Corsica' | fill=FF00B050 | rows=[132] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C133 | value='8389268.07039588' | fill=00000000 | rows=[132] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A134 | value='·  Guadeloupe' | fill=FF00B050 | rows=[133] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C134 | value='1406098.15543425' | fill=00000000 | rows=[133] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A135 | value='·  Martinique' | fill=FF00B050 | rows=[134] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C135 | value='982096.572440781' | fill=00000000 | rows=[134] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A136 | value='·  French Guiana' | fill=FF00B050 | rows=[135] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C136 | value='81481443.9595892' | fill=00000000 | rows=[135] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A137 | value='·  La Réunion' | fill=FF00B050 | rows=[136] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C137 | value='2187338.54837336' | fill=00000000 | rows=[136] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A138 | value='·  Mayotte' | fill=FF00B050 | rows=[137] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C138 | value='343251.643540505' | fill=00000000 | rows=[137] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A139 | value='Germany' | fill=FFFFFF00 | rows=[138] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A140 | value='·  Baden-Württemberg' | fill=FF00B050 | rows=[139] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C140 | value='25052960.4905365' | fill=00000000 | rows=[139] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A141 | value='·  Bavaria' | fill=FF00B050 | rows=[140] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C141 | value='46694829.0327552' | fill=00000000 | rows=[140] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A142 | value='·  Berlin' | fill=FF00B050 | rows=[141] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C142 | value='562046.115984148' | fill=00000000 | rows=[141] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A143 | value='·  Brandenburg' | fill=FF00B050 | rows=[142] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C143 | value='19012318.3536477' | fill=00000000 | rows=[142] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A144 | value='·  Bremen' | fill=FF00B050 | rows=[143] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C144 | value='253466.983522575' | fill=00000000 | rows=[143] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A145 | value='·  Hamburg' | fill=FF00B050 | rows=[144] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C145 | value='486218.430015877' | fill=00000000 | rows=[144] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A146 | value='·  Hesse' | fill=FF00B050 | rows=[145] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C146 | value='15260413.2677578' | fill=00000000 | rows=[145] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A147 | value='·  Mecklenburg-Vorpommern' | fill=FF00B050 | rows=[146] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C147 | value='11545841.6305242' | fill=00000000 | rows=[146] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A148 | value='·  Lower Saxony' | fill=FF00B050 | rows=[147] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C148 | value='27867931.4289636' | fill=00000000 | rows=[147] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A149 | value='·  North Rhine-Westphalia' | fill=FF00B050 | rows=[148] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C149 | value='20775664.4532808' | fill=00000000 | rows=[148] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A150 | value='·  Rhineland-Palatinate' | fill=FF00B050 | rows=[149] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C150 | value='14704612.0525852' | fill=00000000 | rows=[149] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A151 | value='·  Saarland' | fill=FF00B050 | rows=[150] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C151 | value='1984240.47069995' | fill=00000000 | rows=[150] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A152 | value='·  Saxony' | fill=FF00B050 | rows=[151] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C152 | value='10521217.2679717' | fill=00000000 | rows=[151] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A153 | value='·  Saxony-Anhalt' | fill=FF00B050 | rows=[152] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C153 | value='9587070.78701915' | fill=00000000 | rows=[152] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A154 | value='·  Schleswig-Holstein' | fill=FF00B050 | rows=[153] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C154 | value='8642896.74201516' | fill=00000000 | rows=[153] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A155 | value='·  Thuringia' | fill=FF00B050 | rows=[154] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C155 | value='9490580.71814947' | fill=00000000 | rows=[154] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A156 | value='Greece' | fill=FFFFFF00 | rows=[155] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A157 | value='·  Attica' | fill=FF00B050 | rows=[156] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C157 | value='3117196.65351172' | fill=00000000 | rows=[156] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A158 | value='·  North Aegean' | fill=FF00B050 | rows=[157] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C158 | value='3540740.27645783' | fill=00000000 | rows=[157] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A159 | value='·  South Aegean' | fill=FF00B050 | rows=[158] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C159 | value='4782276.80056924' | fill=00000000 | rows=[158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A160 | value='·  Crete' | fill=FF00B050 | rows=[159] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C160 | value='7738913.30148526' | fill=00000000 | rows=[159] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A161 | value='·  Eastern Macedonia, Thrace' | fill=FF00B050 | rows=[160] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C161 | value='10471078.8911578' | fill=00000000 | rows=[160] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A162 | value='·  Central Macedonia' | fill=FF00B050 | rows=[161] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C162 | value='12763225.2879505' | fill=00000000 | rows=[161] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A163 | value='·  Western Macedonia' | fill=FF00B050 | rows=[162] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C163 | value='7320534.33843642' | fill=00000000 | rows=[162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A164 | value='·  Epirus' | fill=FF00B050 | rows=[163] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C164 | value='8564317.64056203' | fill=00000000 | rows=[163] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A165 | value='·  Thessaly' | fill=FF00B050 | rows=[164] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C165 | value='10016549.7934543' | fill=00000000 | rows=[164] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A166 | value='·  Ionian Islands' | fill=FF00B050 | rows=[165] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C166 | value='2149033.61878352' | fill=00000000 | rows=[165] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A167 | value='·  Western Greece' | fill=FF00B050 | rows=[166] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C167 | value='9975667.41455655' | fill=00000000 | rows=[166] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A168 | value='·  Central Greece' | fill=FF00B050 | rows=[167] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C168 | value='13490503.1325784' | fill=00000000 | rows=[167] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A169 | value='·  Peloponnese' | fill=FF00B050 | rows=[168] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C169 | value='14782956.5168094' | fill=00000000 | rows=[168] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A170 | value='Hungary' | fill=FFFFFF00 | rows=[169] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A171 | value='·  Budapest' | fill=FF00B050 | rows=[170] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C171 | value='284663.042008129' | fill=00000000 | rows=[170] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A172 | value='·  Pest' | fill=FF00B050 | rows=[171] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C172 | value='3622145.28248581' | fill=00000000 | rows=[171] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A173 | value='·  Central Transdanubia' | fill=FF00B050 | rows=[172] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C173 | value='5484404.07851508' | fill=00000000 | rows=[172] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A174 | value='·  Western Transdanubia' | fill=FF00B050 | rows=[173] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C174 | value='5885904.91105068' | fill=00000000 | rows=[173] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A175 | value='·  Southern Transdanubia' | fill=FF00B050 | rows=[174] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C175 | value='6813193.06801505' | fill=00000000 | rows=[174] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A176 | value='·  Northern Hungary' | fill=FF00B050 | rows=[175] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C176 | value='8380412.57062958' | fill=00000000 | rows=[175] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A177 | value='·  Northern Great Plain' | fill=FF00B050 | rows=[176] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C177 | value='7021472.55449276' | fill=00000000 | rows=[176] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A178 | value='·  Southern Great Plain' | fill=FF00B050 | rows=[177] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C178 | value='7148159.26968292' | fill=00000000 | rows=[177] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A179 | value='Ireland' | fill=FFFFFF00 | rows=[178] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A180 | value='·  Northern and Western' | fill=FF00B050 | rows=[179] | cols=[0] | col_header=False | row_header=True | metadata=False
