=== education-table13.xlsx ===
Cell A1 | value='Dimension' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell Y9 | value='0.107' | fill=00000000 | rows=[8] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z9 | value='4150' | fill=9 | rows=[8] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA9 | value='0.091' | fill=00000000 | rows=[8] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB9 | value='2570' | fill=9 | rows=[8] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC9 | value='0.063' | fill=00000000 | rows=[8] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD9 | value='1810' | fill=9 | rows=[8] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE9 | value='0.054' | fill=00000000 | rows=[8] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF9 | value='1370' | fill=9 | rows=[8] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG9 | value='0.047' | fill=00000000 | rows=[8] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH9 | value='1280' | fill=9 | rows=[8] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI9 | value='0.048' | fill=00000000 | rows=[8] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ9 | value='4210' | fill=9 | rows=[8] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK9 | value='0.071' | fill=00000000 | rows=[8] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL9 | value='3300' | fill=9 | rows=[8] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM9 | value='0.062' | fill=00000000 | rows=[8] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN9 | value='2700' | fill=9 | rows=[8] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO9 | value='0.057' | fill=00000000 | rows=[8] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP9 | value='2390' | fill=9 | rows=[8] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ9 | value='0.051' | fill=00000000 | rows=[8] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C10 | value='25-34' | fill=FF00B050 | rows=[9] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D10 | value='125300' | fill=00000000 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='0.221' | fill=00000000 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F10 | value='116160' | fill=9 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='0.217' | fill=00000000 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='105760' | fill=9 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='0.211' | fill=00000000 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J10 | value='102410' | fill=9 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='0.209' | fill=00000000 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='76340' | fill=9 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='0.177' | fill=00000000 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='74060' | fill=9 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='0.179' | fill=00000000 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='69040' | fill=9 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q10 | value='0.176' | fill=00000000 | rows=[9] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R10 | value='67910' | fill=9 | rows=[9] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S10 | value='0.176' | fill=00000000 | rows=[9] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T10 | value='13130' | fill=9 | rows=[9] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U10 | value='0.231' | fill=00000000 | rows=[9] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V10 | value='11310' | fill=9 | rows=[9] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W10 | value='0.226' | fill=00000000 | rows=[9] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X10 | value='10110' | fill=9 | rows=[9] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y10 | value='0.225' | fill=00000000 | rows=[9] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z10 | value='9620' | fill=9 | rows=[9] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA10 | value='0.212' | fill=00000000 | rows=[9] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB10 | value='17710' | fill=9 | rows=[9] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC10 | value='0.432' | fill=00000000 | rows=[9] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD10 | value='14410' | fill=9 | rows=[9] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE10 | value='0.43' | fill=00000000 | rows=[9] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF10 | value='12200' | fill=9 | rows=[9] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG10 | value='0.42' | fill=00000000 | rows=[9] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH10 | value='10940' | fill=9 | rows=[9] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI10 | value='0.414' | fill=00000000 | rows=[9] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ10 | value='25200' | fill=9 | rows=[9] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK10 | value='0.426' | fill=00000000 | rows=[9] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL10 | value='22050' | fill=9 | rows=[9] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM10 | value='0.414' | fill=00000000 | rows=[9] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN10 | value='19180' | fill=9 | rows=[9] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO10 | value='0.406' | fill=00000000 | rows=[9] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP10 | value='18470' | fill=9 | rows=[9] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ10 | value='0.395' | fill=00000000 | rows=[9] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C11 | value='35-44' | fill=FF00B050 | rows=[10] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D11 | value='117730' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='0.207' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='113210' | fill=9 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='0.212' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='105730' | fill=9 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='0.211' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='104810' | fill=9 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='0.214' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='75960' | fill=9 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='0.176' | fill=00000000 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='75780' | fill=9 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='0.183' | fill=00000000 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='71890' | fill=9 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='0.183' | fill=00000000 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='71730' | fill=9 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='0.186' | fill=00000000 | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='12640' | fill=9 | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U11 | value='0.222' | fill=00000000 | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='11110' | fill=9 | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='0.222' | fill=00000000 | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='9980' | fill=9 | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='0.222' | fill=00000000 | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='10250' | fill=9 | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='0.226' | fill=00000000 | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='14690' | fill=9 | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='0.358' | fill=00000000 | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='12590' | fill=9 | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE11 | value='0.376' | fill=00000000 | rows=[10] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='11420' | fill=9 | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='0.393' | fill=00000000 | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='10280' | fill=9 | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='0.389' | fill=00000000 | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='20530' | fill=9 | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK11 | value='0.347' | fill=00000000 | rows=[10] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='19050' | fill=9 | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='0.358' | fill=00000000 | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='17160' | fill=9 | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='0.363' | fill=00000000 | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP11 | value='17270' | fill=9 | rows=[10] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ11 | value='0.369' | fill=00000000 | rows=[10] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C12 | value='45-59' | fill=FF00B050 | rows=[11] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D12 | value='142410' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='0.251' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='137550' | fill=9 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='0.258' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='129700' | fill=9 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='0.259' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='125920' | fill=9 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='0.257' | fill=00000000 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='119860' | fill=9 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='0.278' | fill=00000000 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='116700' | fill=9 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='0.282' | fill=00000000 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='111170' | fill=9 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='0.283' | fill=00000000 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='107200' | fill=9 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='0.279' | fill=00000000 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='15580' | fill=9 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='0.274' | fill=00000000 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='14110' | fill=9 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='0.282' | fill=00000000 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='12330' | fill=9 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='0.274' | fill=00000000 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='12650' | fill=9 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='0.279' | fill=00000000 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='4180' | fill=9 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='0.102' | fill=00000000 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='3540' | fill=9 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='0.106' | fill=00000000 | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='3070' | fill=9 | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='0.106' | fill=00000000 | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='2940' | fill=9 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='0.111' | fill=00000000 | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='6140' | fill=9 | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
