=== science-table31.xlsx ===
Cell A1 | value='Ripley cluster analysis used for Figure 4b' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=True | metadata=True
Cell H10 | value='7.639206' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='7.965531' | fill=00000000 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J10 | value='10.19102' | fill=00000000 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='13.73572' | fill=00000000 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='7.639206' | fill=00000000 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='14.54038' | fill=00000000 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='20.43469' | fill=00000000 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='29.59694' | fill=00000000 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='5.416244' | fill=00000000 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q10 | value='25.09854' | fill=00000000 | rows=[9] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R10 | value='-1.167946' | fill=00000000 | rows=[9] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S10 | value='0.591344' | fill=00000000 | rows=[9] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T10 | value='5.00408' | fill=00000000 | rows=[9] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U10 | value='3.481292' | fill=00000000 | rows=[9] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V10 | value='-4.966716' | fill=00000000 | rows=[9] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W10 | value='-11.35136' | fill=00000000 | rows=[9] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X10 | value='-8.14412' | fill=00000000 | rows=[9] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z10 | value='6.219117' | fill=00000000 | rows=[9] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA10 | value='21.22992' | fill=00000000 | rows=[9] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB10 | value='5.213352' | fill=00000000 | rows=[9] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC10 | value='5.203043' | fill=00000000 | rows=[9] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD10 | value='1.561796' | fill=00000000 | rows=[9] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE10 | value='18.36039' | fill=00000000 | rows=[9] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF10 | value='-14.60966' | fill=00000000 | rows=[9] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG10 | value='0.619813' | fill=00000000 | rows=[9] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH10 | value='-5.449441' | fill=00000000 | rows=[9] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI10 | value='8.731354' | fill=00000000 | rows=[9] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ10 | value='-4.445303' | fill=00000000 | rows=[9] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK10 | value='-4.280175' | fill=00000000 | rows=[9] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL10 | value='4.707644' | fill=00000000 | rows=[9] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM10 | value='-0.115048' | fill=00000000 | rows=[9] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO10 | value='-14.90215' | fill=00000000 | rows=[9] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A11 | value='37.5' | fill=00000000 | rows=[10] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B11 | value='35.0666667' | fill=00000000 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='34.0673069' | fill=00000000 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='1.819395' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='26.11767' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='13.55525' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='8.208843' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='6.696497' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='5.238895' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='13.48567' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='13.50754' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='6.696497' | fill=00000000 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='15.56431' | fill=00000000 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='22.92609' | fill=00000000 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='33.69882' | fill=00000000 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='6.338614' | fill=00000000 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='26.11767' | fill=00000000 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='3.577425' | fill=00000000 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='0.622373' | fill=00000000 | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='7.676656' | fill=00000000 | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U11 | value='4.142719' | fill=00000000 | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='-7.97912' | fill=00000000 | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='-7.668383' | fill=00000000 | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='-9.029623' | fill=00000000 | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='-22.82198' | fill=00000000 | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='7.03687' | fill=00000000 | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='24.37456' | fill=00000000 | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='5.915225' | fill=00000000 | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='6.35307' | fill=00000000 | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='2.04866' | fill=00000000 | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE11 | value='21.4554' | fill=00000000 | rows=[10] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='-9.476007' | fill=00000000 | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='2.962138' | fill=00000000 | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='-2.574562' | fill=00000000 | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='8.498266' | fill=00000000 | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='-5.020154' | fill=00000000 | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK11 | value='-3.490149' | fill=00000000 | rows=[10] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='8.16805' | fill=00000000 | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='2.619493' | fill=00000000 | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='-16.46549' | fill=00000000 | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='-17.94347' | fill=00000000 | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A12 | value='42.5' | fill=00000000 | rows=[11] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B12 | value='30.1269841' | fill=00000000 | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C12 | value='35.6545745' | fill=00000000 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='5.787228' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='25.18769' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='19.19904' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='12.46063' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='8.170895' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='4.57879' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='15.41395' | fill=00000000 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='16.56333' | fill=00000000 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='8.170895' | fill=00000000 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='17.68301' | fill=00000000 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='25.52969' | fill=00000000 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='38.57841' | fill=00000000 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='7.070759' | fill=00000000 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='25.18769' | fill=00000000 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='4.057992' | fill=00000000 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='-1.997317' | fill=00000000 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='7.563885' | fill=00000000 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='7.606469' | fill=00000000 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='-6.167511' | fill=00000000 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='-1.968364' | fill=00000000 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='-17.75294' | fill=00000000 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='3.431909' | fill=00000000 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='27.66964' | fill=00000000 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='7.084962' | fill=00000000 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='10.20031' | fill=00000000 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='3.396765' | fill=00000000 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='24.52508' | fill=00000000 | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='-7.347476' | fill=00000000 | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='3.723765' | fill=00000000 | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='-3.696899' | fill=00000000 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='9.254417' | fill=00000000 | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='-5.162498' | fill=00000000 | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK12 | value='-4.2113' | fill=00000000 | rows=[11] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='8.468454' | fill=00000000 | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='1.463538' | fill=00000000 | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='-11.14341' | fill=00000000 | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='-23.61139' | fill=00000000 | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A13 | value='47.5' | fill=00000000 | rows=[12] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B13 | value='28.406746' | fill=00000000 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C13 | value='38.625077' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='9.064776' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='23.75834' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='21.17789' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='13.59819' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='10.17299' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='3.249735' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='16.62005' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
