=== education-table19.xlsx ===
Cell A1 | value='Grade' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell F12 | value='0.898829431438127' | fill=FF00B0F0 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G12 | value='179' | fill=FF00B0F0 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H12 | value='3.74163879598662' | fill=FF00B0F0 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I12 | value='3304' | fill=FF00B0F0 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J12 | value='69.0635451505017' | fill=FF00B0F0 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K12 | value='443' | fill=FF00B0F0 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L12 | value='9.26003344481605' | fill=FF00B0F0 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M12 | value='692' | fill=FF00B0F0 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N12 | value='14.4648829431438' | fill=FF00B0F0 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O12 | value='29' | fill=FF00B0F0 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P12 | value='0.6061872909699' | fill=FF00B0F0 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q12 | value='94' | fill=FF00B0F0 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R12 | value='1.96488294314381' | fill=FF00B0F0 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S12 | value='508' | fill=FF00B0F0 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T12 | value='10.61872909699' | fill=FF00B0F0 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U12 | value='50' | fill=FF00B0F0 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V12 | value='1.04515050167224' | fill=FF00B0F0 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W12 | value='2117' | fill=FF00B0F0 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X12 | value='44.2516722408027' | fill=FF00B0F0 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y12 | value='5976' | fill=FF00B0F0 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z12 | value='99.9665327978581' | fill=FF00B0F0 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell A13 | value='3' | fill=FF00B050 | rows=[12, 13, 14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B13 | value='Male' | fill=FF00B050 | rows=[12] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C13 | value='1436' | fill=FF00B0F0 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D13 | value='58.6361780318497' | fill=FF00B0F0 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E13 | value='13' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='0.530828909759085' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='58' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='2.36831359738669' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='963' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='39.3221723152307' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='137' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='5.59412004899959' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='238' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='9.7182523478971' | fill=00000000 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='10' | fill=00000000 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='0.408329930583912' | fill=00000000 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='17' | fill=00000000 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='0.69416088199265' | fill=00000000 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='221' | fill=00000000 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='9.02409146590445' | fill=00000000 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='28' | fill=00000000 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='1.14332380563495' | fill=00000000 | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='599' | fill=00000000 | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='24.4589628419763' | fill=00000000 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='5975' | fill=00000000 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='99.9665271966527' | fill=00000000 | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B14 | value='Female' | fill=FF00B050 | rows=[13] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C14 | value='1013' | fill=FF00B0F0 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D14 | value='41.3638219681503' | fill=FF00B0F0 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E14 | value='4' | fill=None | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='0.163331972233565' | fill=None | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='30' | fill=None | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='1.22498979175174' | fill=None | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='704' | fill=None | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='28.7464271131074' | fill=None | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='95' | fill=None | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='3.87913434054716' | fill=None | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='150' | fill=None | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='6.12494895875868' | fill=None | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='7' | fill=None | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='0.285830951408738' | fill=None | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='23' | fill=None | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='0.939158840342997' | fill=None | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='87' | fill=None | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='3.55247039608003' | fill=None | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='11' | fill=None | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='0.449162923642303' | fill=None | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='465' | fill=None | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='18.9873417721519' | fill=None | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='5975' | fill=None | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='99.9665271966527' | fill=None | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B15 | value='Total' | fill=FF00B0F0 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C15 | value='2449' | fill=FF00B0F0 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D15 | value='100' | fill=FF00B0F0 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E15 | value='17' | fill=FF00B0F0 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F15 | value='0.69416088199265' | fill=FF00B0F0 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G15 | value='88' | fill=FF00B0F0 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H15 | value='3.59330338913842' | fill=FF00B0F0 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I15 | value='1667' | fill=FF00B0F0 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J15 | value='68.0685994283381' | fill=FF00B0F0 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K15 | value='232' | fill=FF00B0F0 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L15 | value='9.47325438954675' | fill=FF00B0F0 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M15 | value='388' | fill=FF00B0F0 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N15 | value='15.8432013066558' | fill=FF00B0F0 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O15 | value='17' | fill=FF00B0F0 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P15 | value='0.69416088199265' | fill=FF00B0F0 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q15 | value='40' | fill=FF00B0F0 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R15 | value='1.63331972233565' | fill=FF00B0F0 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S15 | value='308' | fill=FF00B0F0 | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T15 | value='12.5765618619845' | fill=FF00B0F0 | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U15 | value='39' | fill=FF00B0F0 | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V15 | value='1.59248672927726' | fill=FF00B0F0 | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W15 | value='1064' | fill=FF00B0F0 | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X15 | value='43.4463046141282' | fill=FF00B0F0 | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y15 | value='5975' | fill=FF00B0F0 | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z15 | value='99.9665271966527' | fill=FF00B0F0 | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell A16 | value='4' | fill=FF00B050 | rows=[15, 16, 17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B16 | value='Male' | fill=FF00B050 | rows=[15] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C16 | value='687' | fill=FF00B0F0 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D16 | value='58.5178875638842' | fill=FF00B0F0 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E16 | value='5' | fill=None | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='0.425894378194208' | fill=None | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='36' | fill=None | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='3.0664395229983' | fill=None | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='430' | fill=None | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='36.6269165247019' | fill=None | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='91' | fill=None | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='7.75127768313458' | fill=None | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='104' | fill=None | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='8.85860306643952' | fill=None | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='4' | fill=None | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='0.340715502555366' | fill=None | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='17' | fill=None | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='1.44804088586031' | fill=None | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='95' | fill=None | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='8.09199318568995' | fill=None | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='13' | fill=None | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='1.10732538330494' | fill=None | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='270' | fill=None | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='22.9982964224872' | fill=None | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='5977' | fill=None | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='99.9665383971892' | fill=None | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B17 | value='Female' | fill=FF00B050 | rows=[16] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C17 | value='487' | fill=FF00B0F0 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=True
