=== economy-table98.xlsx ===
Cell A1 | value='DA1 Channel through which the consumer purchased products that they experienced detriment with 

Base: All detriment incidents in the UK in the 12 months to April 2021' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell BC5 | value='279' | fill=FF00B0F0 | rows=[4] | cols=[54] | col_header=False | row_header=False | metadata=True
Cell BD5 | value='837' | fill=FF00B0F0 | rows=[4] | cols=[55] | col_header=False | row_header=False | metadata=True
Cell BE5 | value='226' | fill=FF00B0F0 | rows=[4] | cols=[56] | col_header=False | row_header=False | metadata=True
Cell BF5 | value='126' | fill=FF00B0F0 | rows=[4] | cols=[57] | col_header=False | row_header=False | metadata=True
Cell BG5 | value='25' | fill=FF00B0F0 | rows=[4] | cols=[58] | col_header=False | row_header=False | metadata=True
Cell A6 | value='Online, from the provider's/retailer's/operator's website' | fill=FF00B050 | rows=[5, 6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B6 | value='0.36' | fill=FF00B0F0 | rows=[5] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C6 | value='0.4' | fill=FFFFFFFF | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='0.31' | fill=FFFFFFFF | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='0.44' | fill=FFFFFFFF | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='0.35' | fill=FFFFFFFF | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='0.1' | fill=FFFFFFFF | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='0.36' | fill=FFFFFFFF | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='0.35' | fill=FFFFFFFF | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='0.17' | fill=FFFFFFFF | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K6 | value='0.31' | fill=FFFFFFFF | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L6 | value='0.42' | fill=FFFFFFFF | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='0.24' | fill=FFFFFFFF | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N6 | value='0.38' | fill=FFFFFFFF | rows=[5] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O6 | value='0.26' | fill=FFFFFFFF | rows=[5] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P6 | value='0.39' | fill=FFFFFFFF | rows=[5] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q6 | value='0.62' | fill=FFFFFFFF | rows=[5] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R6 | value='0.34' | fill=FFFFFFFF | rows=[5] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S6 | value='0.13' | fill=FFFFFFFF | rows=[5] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T6 | value='0.23' | fill=FFFFFFFF | rows=[5] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U6 | value='0.05' | fill=FFFFFFFF | rows=[5] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V6 | value='0.39' | fill=FFFFFFFF | rows=[5] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W6 | value='0.38' | fill=FFFFFFFF | rows=[5] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X6 | value='0.41' | fill=FFFFFFFF | rows=[5] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y6 | value='0.19' | fill=FFFFFFFF | rows=[5] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z6 | value='0.09' | fill=FFFFFFFF | rows=[5] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA6 | value='0.17' | fill=FFFFFFFF | rows=[5] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB6 | value='0.31' | fill=FFFFFFFF | rows=[5] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC6 | value='0.3' | fill=FFFFFFFF | rows=[5] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD6 | value='0.39' | fill=FFFFFFFF | rows=[5] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE6 | value='0.38' | fill=FFFFFFFF | rows=[5] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF6 | value='0.14' | fill=FFFFFFFF | rows=[5] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG6 | value='0.4' | fill=FFFFFFFF | rows=[5] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH6 | value='0.12' | fill=FFFFFFFF | rows=[5] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI6 | value='0.15' | fill=FFFFFFFF | rows=[5] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ6 | value='0.22' | fill=FFFFFFFF | rows=[5] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL6 | value='0.39' | fill=FFFFFFFF | rows=[5] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM6 | value='0.22' | fill=FFFFFFFF | rows=[5] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN6 | value='0.27' | fill=FFFFFFFF | rows=[5] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO6 | value='0.17' | fill=FFFFFFFF | rows=[5] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR6 | value='0.27' | fill=FFFFFFFF | rows=[5] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS6 | value='0.8' | fill=FFFFFFFF | rows=[5] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT6 | value='0.05' | fill=FFFFFFFF | rows=[5] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU6 | value='0.02' | fill=FFFFFFFF | rows=[5] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV6 | value='0.1' | fill=FFFFFFFF | rows=[5] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX6 | value='0.48' | fill=FFFFFFFF | rows=[5] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY6 | value='0.49' | fill=FFFFFFFF | rows=[5] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ6 | value='0.31' | fill=FFFFFFFF | rows=[5] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA6 | value='0.51' | fill=FFFFFFFF | rows=[5] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB6 | value='0.6' | fill=FFFFFFFF | rows=[5] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC6 | value='0.5' | fill=FFFFFFFF | rows=[5] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD6 | value='0.19' | fill=FFFFFFFF | rows=[5] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE6 | value='0.5' | fill=FFFFFFFF | rows=[5] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF6 | value='0.55' | fill=FFFFFFFF | rows=[5] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell B7 | value='B1 C1 E1 H1 O1 S1 X1 Y1 D2 F2 G2 N2 Q2 R2 S2 T2 Z2 B3' | fill=FF00B0F0 | rows=[6] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C7 | value='B1' | fill=FFFFFFFF | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='A1' | fill=FFFFFFFF | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='D1 E1 H1 I1 K1 M1' | fill=FFFFFFFF | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F7 | value='C1 E1 H1' | fill=FFFFFFFF | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G7 | value='C1 D1 F1 G1 I1 J1 K1 L1 M1' | fill=FFFFFFFF | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='E1 H1' | fill=FFFFFFFF | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='E1 H1' | fill=FFFFFFFF | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J7 | value='C1 D1 F1 G1 I1 J1 L1' | fill=FFFFFFFF | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K7 | value='C1 E1 H1' | fill=FFFFFFFF | rows=[6] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L7 | value='E1 H1 K1' | fill=FFFFFFFF | rows=[6] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M7 | value='C1 E1 J1' | fill=FFFFFFFF | rows=[6] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N7 | value='E1 H1' | fill=FFFFFFFF | rows=[6] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O7 | value='C1 E1' | fill=FFFFFFFF | rows=[6] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P7 | value='O1 S1 X1 Y1 D2 F2 G2 N2 Q2 R2 S2 T2 Z2 B3' | fill=FFFFFFFF | rows=[6] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q7 | value='N1 P1 Q1 R1 S1 T1 U1 V1 W1 X1 Y1 Z1 A2 B2 C2 D2 E2 F2 G2 H2 I2 J2 K2 L2 M2 N2 O2 P2 R2 S2 T2 U2 X2 B3 E3' | fill=FFFFFFFF | rows=[6] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R7 | value='O1 S1 X1 Q2 R2 S2 T2 Z2' | fill=FFFFFFFF | rows=[6] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S7 | value='O1 Q2 V2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T7 | value='O1 Q2 Z2' | fill=FFFFFFFF | rows=[6] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U7 | value='N1 O1 P1 T1 U1 V1 Z1 A2 B2 C2 E2 H2 J2 K2 L2 P2 Q2 V2 W2 X2 Y2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V7 | value='O1 S1 X1 Y1 D2 F2 G2 H2 N2 Q2 R2 S2 T2 Z2 B3' | fill=FFFFFFFF | rows=[6] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W7 | value='O1 S1 X1 Y1 D2 F2 G2 N2 Q2 R2 S2 T2 Z2 B3' | fill=FFFFFFFF | rows=[6] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X7 | value='O1 S1 X1 Y1 D2 F2 G2 N2 Q2 R2 S2 T2 B3' | fill=FFFFFFFF | rows=[6] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y7 | value='O1 Q2 R2 S2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z7 | value='N1 O1 P1 T1 U1 V1 Z1 A2 B2 C2 E2 J2 L2 P2 Q2 V2 W2 X2 Y2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA7 | value='N1 O1 T1 U1 V1 B2 C2 E2 J2 Q2 V2 W2 Y2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB7 | value='O1 S1 X1 Q2 R2 S2 T2 Z2 C3' | fill=FFFFFFFF | rows=[6] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC7 | value='O1 S1 X1 Q2 R2 S2 T2 Z2 C3' | fill=FFFFFFFF | rows=[6] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD7 | value='O1 S1 X1 Y1 D2 F2 G2 H2 L2 M2 N2 Q2 R2 S2 T2 Z2 B3' | fill=FFFFFFFF | rows=[6] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE7 | value='O1 S1 X1 Y1 D2 F2 G2 N2 Q2 R2 S2 T2 Z2 B3' | fill=FFFFFFFF | rows=[6] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF7 | value='N1 O1 T1 U1 V1 B2 C2 E2 J2 Q2 V2 W2 Y2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG7 | value='O1 S1 X1 Y1 D2 F2 G2 N2 Q2 R2 S2 T2 B3' | fill=FFFFFFFF | rows=[6] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH7 | value='N1 O1 T1 U1 V1 B2 C2 E2 J2 Q2 V2 W2 Y2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI7 | value='N1 O1 T1 U1 V1 B2 C2 E2 J2 Q2 V2 W2 Y2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ7 | value='O1 S1 T1 B2 J2 Q2 R2 S2 V2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL7 | value='O1 S1 X1 Y1 D2 F2 G2 H2 M2 N2 Q2 R2 S2 T2 Z2 B3' | fill=FFFFFFFF | rows=[6] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM7 | value='O1 S1 Q2 R2 S2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN7 | value='O1 S1 X1 B2 Q2 R2 S2 T2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO7 | value='O1 B2 J2 Q2 V2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR7 | value='O1 S1 X1 Q2 R2 S2 T2 Z2 C3' | fill=FFFFFFFF | rows=[6] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS7 | value='N1 P1 Q1 R1 S1 T1 U1 V1 W1 X1 Y1 Z1 A2 B2 C2 D2 E2 F2 G2 H2 I2 J2 K2 L2 M2 N2 O2 P2 R2 S2 T2 U2 V2 W2 X2 A3 B3 C3 E3' | fill=FFFFFFFF | rows=[6] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT7 | value='N1 O1 P1 T1 U1 V1 W1 Z1 A2 B2 C2 E2 H2 J2 K2 L2 P2 Q2 V2 W2 X2 Y2 Z2 A3 B3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU7 | value='N1 O1 P1 T1 U1 V1 W1 Z1 A2 B2 C2 E2 H2 J2 K2 L2 P2 Q2 V2 W2 X2 Y2 Z2 A3 B3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV7 | value='N1 O1 P1 T1 U1 V1 Z1 A2 B2 C2 E2 J2 L2 P2 Q2 V2 W2 Y2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX7 | value='Q1 S1 X1 Y1 D2 F2 G2 H2 M2 N2 Q2 R2 S2 T2 U2 B3' | fill=FFFFFFFF | rows=[6] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY7 | value='S1 X1 Y1 D2 F2 G2 N2 Q2 R2 S2 T2 U2 B3' | fill=FFFFFFFF | rows=[6] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ7 | value='O1 S1 X1 Q2 R2 S2' | fill=FFFFFFFF | rows=[6] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA7 | value='S1 X1 Y1 D2 F2 G2 N2 R2 S2 T2' | fill=FFFFFFFF | rows=[6] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB7 | value='N1 P1 Q1 R1 S1 T1 U1 W1 X1 Y1 Z1 A2 B2 C2 D2 F2 G2 H2 J2 K2 L2 M2 N2 O2 P2 R2 S2 T2 U2 B3 E3' | fill=FFFFFFFF | rows=[6] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC7 | value='Q1 S1 W1 X1 Y1 D2 F2 G2 H2 K2 L2 M2 N2 Q2 R2 S2 T2 U2 B3' | fill=FFFFFFFF | rows=[6] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD7 | value='N1 O1 T1 U1 V1 B2 C2 E2 J2 Q2 R2 S2 V2 W2 Z2 A3 C3 D3' | fill=FFFFFFFF | rows=[6] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE7 | value='Q1 S1 W1 X1 Y1 Z1 A2 D2 F2 G2 H2 K2 L2 M2 N2 P2 Q2 R2 S2 T2 U2 B3' | fill=FFFFFFFF | rows=[6] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF7 | value='Q1 S1 W1 X1 Y1 D2 F2 G2 H2 K2 L2 M2 N2 R2 S2 T2 U2 B3' | fill=FFFFFFFF | rows=[6] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell A8 | value='In-person from a shop or other outlet' | fill=FF00B050 | rows=[7, 8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='0.27' | fill=FF00B0F0 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C8 | value='0.32' | fill=FFFFFFFF | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='0.22' | fill=FFFFFFFF | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='0.3' | fill=FFFFFFFF | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='0.32' | fill=FFFFFFFF | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='0.67' | fill=FFFFFFFF | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='0.08' | fill=FFFFFFFF | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='0.09' | fill=FFFFFFFF | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='0.31' | fill=FFFFFFFF | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K8 | value='0.17' | fill=FFFFFFFF | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L8 | value='0.29' | fill=FFFFFFFF | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='0.24' | fill=FFFFFFFF | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N8 | value='0.19' | fill=FFFFFFFF | rows=[7] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O8 | value='0.44' | fill=FFFFFFFF | rows=[7] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P8 | value='0.37' | fill=FFFFFFFF | rows=[7] | cols=[15] | col_header=False | row_header=False | metadata=False
