=== environment-table02.xlsx ===
Cell A1 | value='Wash Water' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B32 | value='18c' | fill=00000000 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='5.66666666666667' | fill=00000000 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='9.3' | fill=00000000 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='9.25' | fill=00000000 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='≥ 7.18' | fill=00000000 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='15' | fill=00000000 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='9.47937592909861' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J32 | value='3' | fill=00000000 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='0.9377' | fill=00000000 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N32 | value='11.9108358549124' | fill=00000000 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='0.7940557236608267' | fill=00000000 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A33 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C33 | value='5.249999999999999' | fill=FF00B0F0 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D33 | value='9.243333333333334' | fill=FF00B0F0 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E33 | value='9.194166666666666' | fill=FF00B0F0 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H33 | value='10.602712799051773' | fill=FF00B0F0 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I33 | value='#NAME?' | fill=FF00B0F0 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell A34 | value='E. Car wash water' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='10a' | fill=00000000 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='21.28' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='8.21' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='9.838' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='≥ 7.04' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='60' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='29.1931340423844' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J34 | value='5' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='0.8846' | fill=00000000 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N34 | value='35.4250999200639' | fill=00000000 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='0.590418332001065' | fill=00000000 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A35 | value='w/1% Dawn®' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='10b' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='24.275' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='7.96' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='9.915' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='≥ 7.07' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='60' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='26.3365695425186' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J35 | value='4' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='0.7754' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N35 | value='32.5849206664811' | fill=00000000 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='0.5430820111080183' | fill=00000000 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B36 | value='10c' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='21.74' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='8.12' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='9.764' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='≥ 7.00' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='60' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='28.6077163457801' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J36 | value='5' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='0.9646' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N36 | value='34.5174682751058' | fill=00000000 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='0.57529113791843' | fill=00000000 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A37 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C37 | value='22.43166666666667' | fill=FF00B0F0 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D37 | value='8.096666666666666' | fill=FF00B0F0 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E37 | value='9.839' | fill=FF00B0F0 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H37 | value='28.045806643561036' | fill=FF00B0F0 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I37 | value='#NAME?' | fill=FF00B0F0 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell B38 | value='21a' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='3.51666666666667' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='8.2' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='9.85666666666667' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='4.6' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='60' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='93.4860017180991' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J38 | value='6' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='0.8103' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N38 | value='75.2562313830698' | fill=00000000 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='1.2542705230511635' | fill=00000000 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B39 | value='21b' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='4.14' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='8.58' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='10.274' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='4.82' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='60' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='90.0778607267499' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J39 | value='6' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='0.7847' | fill=00000000 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N39 | value='75.9806755230136' | fill=00000000 | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='1.2663445920502268' | fill=00000000 | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B40 | value='21c' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='2.78' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='8.43' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='10.26' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='4.28' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='60' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='99.5785947375945' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J40 | value='6' | fill=00000000 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='0.8107' | fill=00000000 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N40 | value='74.5843674584583' | fill=00000000 | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='1.2430727909743051' | fill=00000000 | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C41 | value='3.4788888888888896' | fill=FF00B0F0 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D41 | value='8.403333333333334' | fill=FF00B0F0 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E41 | value='10.130222222222223' | fill=FF00B0F0 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H41 | value='94.38081906081452' | fill=FF00B0F0 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I41 | value='#NAME?' | fill=FF00B0F0 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell A42 | value='F. Storm water' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='9a' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='20.8833333333333' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='7.46' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='10.0233333333333' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='5' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='60' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='55' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J42 | value='6' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='0.6045' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N42 | value='48.1493132689016' | fill=00000000 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='0.8024885544816933' | fill=00000000 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A43 | value='from parking lot' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='9aR' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='19.18' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='7.76' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='9.934' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='5.7' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='60' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='50.269270197551' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J43 | value='6' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='0.8007' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N43 | value='50.4954819134399' | fill=00000000 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='0.8415913652239984' | fill=00000000 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B44 | value='9b' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='21.16' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='8.24' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='10.236' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='≥ 7.46' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='60' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='24.0451632403578' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J44 | value='5' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='0.8144' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N44 | value='31.3909606102871' | fill=00000000 | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='0.5231826768381184' | fill=00000000 | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B45 | value='9c' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='19.4' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='7.85' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='10.07' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='6.3' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='60' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='40.7959828530659' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J45 | value='5' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='0.4425' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N45 | value='44.9775710955052' | fill=00000000 | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='0.7496261849250866' | fill=00000000 | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A46 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C46 | value='20.155833333333327' | fill=FF00B0F0 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D46 | value='7.827500000000001' | fill=FF00B0F0 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E46 | value='10.065833333333325' | fill=FF00B0F0 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H46 | value='42.52760407274368' | fill=FF00B0F0 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I46 | value='#NAME?' | fill=FF00B0F0 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell B47 | value='20a' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='4.5' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='8.01' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='10.362' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='≥7.48' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='120' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='65.0631851189561' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J47 | value='5' | fill=00000000 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='0.9245' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N47 | value='86.3874402096604' | fill=00000000 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='0.7198953350805033' | fill=00000000 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B48 | value='20b' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='4.56666666666667' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='7.98' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='10.3483333333333' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='≥ 7.45' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='180' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='97.4583260205136' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J48 | value='6' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='0.843' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N48 | value='119.512526415933' | fill=00000000 | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='0.6639584800885167' | fill=00000000 | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B49 | value='20c' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='5.1' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='7.51' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='10.094' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='≥ 8.41' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='120' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='52.674100013926' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J49 | value='5' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='0.9927' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N49 | value='72.9174255267383' | fill=00000000 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='0.6076452127228191' | fill=00000000 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A50 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C50 | value='4.722222222222223' | fill=FF00B0F0 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D50 | value='7.833333333333333' | fill=FF00B0F0 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E50 | value='10.268111111111102' | fill=FF00B0F0 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H50 | value='71.73187038446522' | fill=FF00B0F0 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I50 | value='#NAME?' | fill=FF00B0F0 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell A51 | value='G. Rusty water, high' | fill=FF00B050 | rows=[50] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B51 | value='11a' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='22.575' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='7.4' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='10.575' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='4.4' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='30' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='39.8999605834483' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J51 | value='5' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='0.9376' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N51 | value='30.7229696492552' | fill=00000000 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='1.0240989883085068' | fill=00000000 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A52 | value='iron content' | fill=FF00B050 | rows=[51] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B52 | value='11b' | fill=00000000 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='23.2' | fill=00000000 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='7.45' | fill=00000000 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='10.762' | fill=00000000 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='4.3' | fill=00000000 | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='30' | fill=00000000 | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='40.4389616244864' | fill=00000000 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J52 | value='5' | fill=00000000 | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='0.9578' | fill=00000000 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N52 | value='30.430318622426' | fill=00000000 | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O52 | value='1.0143439540808667' | fill=00000000 | rows=[51] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B53 | value='11c' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='22.65' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='7.4' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='10.6775' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='≥ 7.15' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='30' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='44.8222245195503' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J53 | value='4' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='0.8801' | fill=00000000 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N53 | value='56.0838084300874' | fill=00000000 | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O53 | value='1.8694602810029133' | fill=00000000 | rows=[52] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C54 | value='22.808333333333334' | fill=FF00B0F0 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D54 | value='7.416666666666667' | fill=FF00B0F0 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E54 | value='10.6715' | fill=FF00B0F0 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H54 | value='41.720382242495' | fill=FF00B0F0 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I54 | value='#NAME?' | fill=FF00B0F0 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell B55 | value='22a' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='4.58' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='7.57' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='10.998' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='1.1' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='30' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='161.811884899326' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J55 | value='5' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='0.9551' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N55 | value='31.1487878431202' | fill=00000000 | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='1.0382929281040068' | fill=00000000 | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B56 | value='22b' | fill=00000000 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='4' | fill=00000000 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D56 | value='7.2' | fill=00000000 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E56 | value='10.876' | fill=00000000 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='0.7' | fill=00000000 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='30' | fill=00000000 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='242.858546846005' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J56 | value='5' | fill=00000000 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
