=== environment-table11.xlsx ===
Cell A1 | value='Date Rec'd' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E115 | value='23280' | fill=FF00B0F0 | rows=[114] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A116 | value='2022-11-14 00:00:00' | fill=00000000 | rows=[115, 116, 117, 118, 119, 120] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B116 | value='East Suffolk' | fill=FF00B050 | rows=[115] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C117 | value='Babergh District Council' | fill=00000000 | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='1907' | fill=00000000 | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C118 | value='Ipswich Borough Council' | fill=00000000 | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='40389' | fill=00000000 | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G118 | value='JB' | fill=FF92D050 | rows=[117] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C119 | value='Mid-Suffolk District Council' | fill=00000000 | rows=[118] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D119 | value='42954' | fill=00000000 | rows=[118] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C120 | value='East Suffolk Council' | fill=00000000 | rows=[119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D120 | value='125533' | fill=00000000 | rows=[119] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E121 | value='210783' | fill=FF00B0F0 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A122 | value='2022-11-17 00:00:00' | fill=None | rows=[121, 122, 123] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B122 | value='East of the Ouse, Polver and Nar' | fill=FF00B050 | rows=[121] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C123 | value='Borough of Kings Lynn & West Norfolk' | fill=00000000 | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D123 | value='271226' | fill=00000000 | rows=[122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G123 | value='JB' | fill=FF92D050 | rows=[122] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E124 | value='271226' | fill=FF00B0F0 | rows=[123] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A125 | value='2022-11-22 00:00:00' | fill=00000000 | rows=[124, 125, 126] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B125 | value='Euixmoor' | fill=FF00B050 | rows=[124] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C126 | value='Fenland District Council' | fill=00000000 | rows=[125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D126 | value='2731' | fill=00000000 | rows=[125] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G126 | value='JB' | fill=FF92D050 | rows=[125] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E127 | value='2731' | fill=FF00B0F0 | rows=[126] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A128 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[127, 128, 129] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B128 | value='Feldale' | fill=FF00B050 | rows=[127] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C129 | value='Fenland District Council' | fill=00000000 | rows=[128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D129 | value='10562.11' | fill=00000000 | rows=[128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G129 | value='JB' | fill=FF92D050 | rows=[128] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E130 | value='10562.11' | fill=FF00B0F0 | rows=[129] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A131 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[130, 131, 132, 133, 134, 135] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B131 | value='Foss' | fill=FF00B050 | rows=[130] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C132 | value='City of York Council' | fill=00000000 | rows=[131] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D132 | value='306750' | fill=00000000 | rows=[131] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C133 | value='East Riding of Yorkshire' | fill=00000000 | rows=[132] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D133 | value='16964' | fill=00000000 | rows=[132] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G133 | value='JB' | fill=FF92D050 | rows=[132] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C134 | value='Hambleton District Council' | fill=00000000 | rows=[133] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D134 | value='981' | fill=00000000 | rows=[133] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C135 | value='Ryedale District Council' | fill=00000000 | rows=[134] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D135 | value='4329' | fill=00000000 | rows=[134] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E136 | value='329024' | fill=FF00B0F0 | rows=[135] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A137 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[136, 137, 138] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B137 | value='Goole Fields' | fill=FF00B050 | rows=[136] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C138 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[137] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D138 | value='6791' | fill=00000000 | rows=[137] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G138 | value='JB' | fill=FF92D050 | rows=[137] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E139 | value='6791' | fill=FF00B0F0 | rows=[138] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A140 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[139, 140, 141] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B140 | value='Goole & Airmyn' | fill=FF00B050 | rows=[139] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C141 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[140] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D141 | value='257414' | fill=00000000 | rows=[140] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G141 | value='JB' | fill=FF92D050 | rows=[140] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E142 | value='257414' | fill=FF00B0F0 | rows=[141] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A143 | value='2022-11-22 00:00:00' | fill=00000000 | rows=[142, 143, 144] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B143 | value='Haddenham Level' | fill=FF00B050 | rows=[142] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C144 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[143] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D144 | value='68735' | fill=00000000 | rows=[143] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G144 | value='JB' | fill=FF92D050 | rows=[143] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E145 | value='68735' | fill=FF00B0F0 | rows=[144] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A146 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[145, 146, 147] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B146 | value='Holmewood and District' | fill=FF00B050 | rows=[145] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C147 | value='Huntingdonshire' | fill=00000000 | rows=[146] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D147 | value='2277' | fill=00000000 | rows=[146] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G147 | value='JB' | fill=FF92D050 | rows=[146] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E148 | value='2277' | fill=FF00B0F0 | rows=[147] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A149 | value='2022-11-22 00:00:00' | fill=00000000 | rows=[148, 149, 150, 151] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B149 | value='Hundred Foot Washes' | fill=FF00B050 | rows=[148] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C150 | value='Borough Council Kings Lynn & West Norfolk' | fill=00000000 | rows=[149] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D150 | value='151' | fill=00000000 | rows=[149] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G150 | value='JB' | fill=FF92D050 | rows=[149] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C151 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[150] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D151 | value='9' | fill=00000000 | rows=[150] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E152 | value='160' | fill=FF00B0F0 | rows=[151] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A153 | value='2022-11-22 00:00:00' | fill=00000000 | rows=[152, 153, 154, 155] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B153 | value='Hundred of Wisbech' | fill=FF00B050 | rows=[152] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C154 | value='Fenland District Council' | fill=00000000 | rows=[153] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D154 | value='203629' | fill=00000000 | rows=[153] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C155 | value='Borough of Kings Lynn & West Norfolk' | fill=00000000 | rows=[154] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D155 | value='1194' | fill=00000000 | rows=[154] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G155 | value='JB' | fill=FF92D050 | rows=[154] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E156 | value='204823' | fill=FF00B0F0 | rows=[155] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A157 | value='2022-11-14 00:00:00' | fill=00000000 | rows=[156, 157, 158, 159, 160] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B157 | value='Kings Lynn' | fill=FF00B050 | rows=[156] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C158 | value='Kings Lynn & West Norfolk Borough Council' | fill=00000000 | rows=[157] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D158 | value='2037215' | fill=00000000 | rows=[157] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C159 | value='Fenland District Council' | fill=00000000 | rows=[158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D159 | value='94039' | fill=00000000 | rows=[158] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G159 | value='JB' | fill=FF92D050 | rows=[158] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C160 | value='South Holland District Council' | fill=00000000 | rows=[159] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D160 | value='26065' | fill=00000000 | rows=[159] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E161 | value='2157319' | fill=FF00B0F0 | rows=[160] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A162 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[161, 162, 163, 164] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B162 | value='Kyle and Upper Ouse' | fill=FF00B050 | rows=[161] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C163 | value='Hambleton District Council' | fill=00000000 | rows=[162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D163 | value='16718' | fill=00000000 | rows=[162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G163 | value='JB' | fill=FF92D050 | rows=[162] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C164 | value='City of York Council' | fill=00000000 | rows=[163] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D164 | value='128078' | fill=00000000 | rows=[163] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E165 | value='144796' | fill=FF00B0F0 | rows=[164] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A166 | value='2022-11-15 00:00:00' | fill=00000000 | rows=[165, 166, 167] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B166 | value='Lakenheath' | fill=FF00B050 | rows=[165] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C167 | value='West Suffolk Council' | fill=00000000 | rows=[166] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D167 | value='15283' | fill=00000000 | rows=[166] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G167 | value='JB' | fill=FF92D050 | rows=[166] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E168 | value='15283' | fill=FF00B0F0 | rows=[167] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A169 | value='2022-11-11 00:00:00' | fill=00000000 | rows=[168, 169, 170, 171] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B169 | value='Lindsey Marsh' | fill=FF00B050 | rows=[168] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C170 | value='East Lindsey District Council' | fill=00000000 | rows=[169] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D170 | value='3148331' | fill=00000000 | rows=[169] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C171 | value='North East Lincolnshire Council' | fill=00000000 | rows=[170] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D171 | value='9965' | fill=00000000 | rows=[170] | cols=[3] | col_header=False | row_header=False | metadata=False
