=== health-table20.xlsx ===
Cell A1 | value='Blended Account' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell I18 | value='177.55' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='186.93' | fill=00000000 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='201.93' | fill=00000000 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='212.78' | fill=00000000 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='228.1' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='240.44' | fill=00000000 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='249.68' | fill=00000000 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='264.34' | fill=00000000 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='289.96' | fill=00000000 | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='320.7' | fill=00000000 | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='340.04' | fill=00000000 | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A19 | value='Other' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B19 | value='32.9' | fill=00000000 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='36.35' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='40.64' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='44.12' | fill=00000000 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='48.24' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='51.18' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='55.39' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='59.94' | fill=00000000 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='63.02' | fill=00000000 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='67.12' | fill=00000000 | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='69.55' | fill=00000000 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='74.97' | fill=00000000 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='78.09' | fill=00000000 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='79.39' | fill=00000000 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='83.09' | fill=00000000 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='86.88' | fill=00000000 | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='94.72' | fill=00000000 | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='94.36' | fill=00000000 | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A20 | value='Diseases of the blood and blood-forming organs' | fill=FF00B050 | rows=[19] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B20 | value='9.4' | fill=00000000 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='10.88' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='12.46' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='14.32' | fill=00000000 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='15.37' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='16.29' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='17.37' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='18.2' | fill=00000000 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='18.28' | fill=00000000 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='19.4' | fill=00000000 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='20.28' | fill=00000000 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='22.63' | fill=00000000 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='23.41' | fill=00000000 | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='23.34' | fill=00000000 | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='24.07' | fill=00000000 | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='24.83' | fill=00000000 | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='24.84' | fill=00000000 | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S20 | value='24.13' | fill=00000000 | rows=[19] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A21 | value='Congenital anomalies' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='4.77' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='4.89' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='5.14' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='5.49' | fill=00000000 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='5.74' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='5.86' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='6.07' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='6.45' | fill=00000000 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J21 | value='7.19' | fill=00000000 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='7.5' | fill=00000000 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='7.73' | fill=00000000 | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='7.91' | fill=00000000 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N21 | value='7.97' | fill=00000000 | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='8.17' | fill=00000000 | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='8.28' | fill=00000000 | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q21 | value='8.43' | fill=00000000 | rows=[20] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R21 | value='8.55' | fill=00000000 | rows=[20] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S21 | value='7.75' | fill=00000000 | rows=[20] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A22 | value='Certain conditions originating in the perinatal period' | fill=FF00B050 | rows=[21] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B22 | value='4.84' | fill=00000000 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C22 | value='5.05' | fill=00000000 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='4.98' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='5.39' | fill=00000000 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='6.04' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='5.82' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='5.67' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='6.02' | fill=00000000 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='6.73' | fill=00000000 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='7.28' | fill=00000000 | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='6.79' | fill=00000000 | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='7.51' | fill=00000000 | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='7.59' | fill=00000000 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='8.29' | fill=00000000 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='8.38' | fill=00000000 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='7.73' | fill=00000000 | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='10.4' | fill=00000000 | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S22 | value='12' | fill=00000000 | rows=[21] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A23 | value='Residual codes; unclassified; all E codes' | fill=FF00B050 | rows=[22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B23 | value='13.9' | fill=00000000 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='15.53' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='18.07' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='18.92' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='21.09' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='23.21' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='26.28' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='29.27' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='30.83' | fill=00000000 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='32.95' | fill=00000000 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='34.74' | fill=00000000 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='36.91' | fill=00000000 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='39.12' | fill=00000000 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='39.59' | fill=00000000 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='42.36' | fill=00000000 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='45.88' | fill=00000000 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='50.93' | fill=00000000 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S23 | value='50.47' | fill=00000000 | rows=[22] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A24 | value='Medical services by provider' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B24 | value='151.48' | fill=00000000 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='162.98' | fill=00000000 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='174.18' | fill=00000000 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='183.47' | fill=00000000 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='195.04' | fill=00000000 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='206.84' | fill=00000000 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='215.69' | fill=00000000 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='230.8' | fill=00000000 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='243.33' | fill=00000000 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='250.04' | fill=00000000 | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='259.55' | fill=00000000 | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='263.71' | fill=00000000 | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='268.29' | fill=00000000 | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='271.86' | fill=00000000 | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P24 | value='279.56' | fill=00000000 | rows=[23] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q24 | value='289.44' | fill=00000000 | rows=[23] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R24 | value='302.28' | fill=00000000 | rows=[23] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S24 | value='310.1' | fill=00000000 | rows=[23] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A25 | value='Dental services' | fill=FF00B050 | rows=[24] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B25 | value='63.57' | fill=00000000 | rows=[24] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C25 | value='69.32' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='75.57' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='77.82' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='83.28' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='87.87' | fill=00000000 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='91.5' | fill=00000000 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='96.99' | fill=00000000 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='101.75' | fill=00000000 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='102.05' | fill=00000000 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='104.46' | fill=00000000 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='105.8' | fill=00000000 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='107.16' | fill=00000000 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='108.65' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='111.57' | fill=00000000 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='116.34' | fill=00000000 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='122.35' | fill=00000000 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S25 | value='126.41' | fill=00000000 | rows=[24] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A26 | value='Nursing homes' | fill=FF00B050 | rows=[25] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B26 | value='87.91' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='93.66' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='98.61' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='105.66' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='111.76' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='118.97' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='124.18' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='133.81' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='141.58' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='147.99' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='155.1' | fill=00000000 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='157.91' | fill=00000000 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='161.13' | fill=00000000 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='163.22' | fill=00000000 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='168' | fill=00000000 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='173.11' | fill=00000000 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='179.94' | fill=00000000 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='183.69' | fill=00000000 | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A27 | value='Proprietary and government nursing homes' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='56.85' | fill=00000000 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='60.09' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='63.18' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='67.7' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='71.85' | fill=00000000 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='75.95' | fill=00000000 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='79.56' | fill=00000000 | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I27 | value='86.29' | fill=00000000 | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='92.82' | fill=00000000 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K27 | value='96.74' | fill=00000000 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L27 | value='102.36' | fill=00000000 | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M27 | value='104.06' | fill=00000000 | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N27 | value='106.44' | fill=00000000 | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O27 | value='108.22' | fill=00000000 | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P27 | value='112.3' | fill=00000000 | rows=[26] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q27 | value='117.06' | fill=00000000 | rows=[26] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R27 | value='122.47' | fill=00000000 | rows=[26] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S27 | value='125.52' | fill=00000000 | rows=[26] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A28 | value='Nonprofit nursing homes services to households' | fill=FF00B050 | rows=[27] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B28 | value='31.06' | fill=00000000 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C28 | value='33.57' | fill=00000000 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='35.44' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='37.96' | fill=00000000 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='39.91' | fill=00000000 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='43.02' | fill=00000000 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='44.62' | fill=00000000 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='47.52' | fill=00000000 | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='48.76' | fill=00000000 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='51.25' | fill=00000000 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='52.73' | fill=00000000 | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='53.85' | fill=00000000 | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='54.69' | fill=00000000 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='55' | fill=00000000 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='55.7' | fill=00000000 | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='56.05' | fill=00000000 | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='57.47' | fill=00000000 | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S28 | value='58.18' | fill=00000000 | rows=[27] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A29 | value='Medical products, appliances and equipment' | fill=FF00B050 | rows=[28] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B29 | value='57.36' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='57.89' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='61.95' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='66.82' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='72.47' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='78.7' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='85.56' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='93.38' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='96.53' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='98.29' | fill=00000000 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='104.22' | fill=00000000 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='110.86' | fill=00000000 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='116.2' | fill=00000000 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='120.21' | fill=00000000 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='124.53' | fill=00000000 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='130.59' | fill=00000000 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='136.04' | fill=00000000 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='140.23' | fill=00000000 | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A30 | value='Pharmaceutical and other medical products' | fill=FF00B050 | rows=[29] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B30 | value='25.19' | fill=00000000 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='26.06' | fill=00000000 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='27.91' | fill=00000000 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='30.34' | fill=00000000 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='32.72' | fill=00000000 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='35.51' | fill=00000000 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='38.67' | fill=00000000 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='41.74' | fill=00000000 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='45.31' | fill=00000000 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='47.64' | fill=00000000 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='51.82' | fill=00000000 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='56.57' | fill=00000000 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='61.21' | fill=00000000 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='63.18' | fill=00000000 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='65.52' | fill=00000000 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='69.03' | fill=00000000 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='72.06' | fill=00000000 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S30 | value='74.43' | fill=00000000 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A31 | value='Pharmaceutical products (without prescription drugs)' | fill=FF00B050 | rows=[30] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B31 | value='23.24' | fill=00000000 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='24' | fill=00000000 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='25.74' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='27.94' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='29.99' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='32.5' | fill=00000000 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='35.28' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='37.97' | fill=00000000 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='41.48' | fill=00000000 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='43.86' | fill=00000000 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='47.82' | fill=00000000 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='52.35' | fill=00000000 | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='56.67' | fill=00000000 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='58.43' | fill=00000000 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='60.56' | fill=00000000 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
