=== science-table18.xlsx ===
Cell A1 | value='Time = 15 min' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell G57 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[56] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H57 | value='37' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='230' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='0' | fill=00000000 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='18' | fill=00000000 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A58 | value='% Phagocytosis' | fill=FF00B050 | rows=[57] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B58 | value='0' | fill=00000000 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='0' | fill=00000000 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D58 | value='5' | fill=00000000 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='0' | fill=00000000 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G58 | value='% Phagocytosis' | fill=FF00B050 | rows=[57] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H58 | value='75' | fill=00000000 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='39.1304347826087' | fill=00000000 | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='0' | fill=00000000 | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K58 | value='33.3333333333333' | fill=00000000 | rows=[57] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A60 | value='ROI 5' | fill=FFFFFF00 | rows=[59] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G60 | value='ROI 6' | fill=FFFFFF00 | rows=[59] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B61 | value='M0' | fill=FFFFFF00 | rows=[60] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C61 | value='IFN-y' | fill=FFFFFF00 | rows=[60] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D61 | value='LPS' | fill=FFFFFF00 | rows=[60] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E61 | value='M2' | fill=FFFFFF00 | rows=[60] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H61 | value='M0' | fill=FFFFFF00 | rows=[60] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I61 | value='IFN-y' | fill=FFFFFF00 | rows=[60] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J61 | value='LPS' | fill=FFFFFF00 | rows=[60] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K61 | value='M2' | fill=FFFFFF00 | rows=[60] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A62 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[61] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B62 | value='7' | fill=00000000 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='38' | fill=00000000 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='16' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='4' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G62 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[61] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H62 | value='0' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='28' | fill=00000000 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='47' | fill=00000000 | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='8' | fill=00000000 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A63 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[62] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B63 | value='5' | fill=00000000 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='26' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='0' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='0' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G63 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[62] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H63 | value='0' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='22' | fill=00000000 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='8' | fill=00000000 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='0' | fill=00000000 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A64 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[63] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B64 | value='21' | fill=00000000 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='116' | fill=00000000 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D64 | value='0' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='0' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G64 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[63] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H64 | value='0' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='82' | fill=00000000 | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='38' | fill=00000000 | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K64 | value='0' | fill=00000000 | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A65 | value='% Phagocytosis' | fill=FF00B050 | rows=[64] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B65 | value='71.4285714285714' | fill=00000000 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='68.4210526315789' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='0' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='0' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G65 | value='% Phagocytosis' | fill=FF00B050 | rows=[64] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H65 | value='#DIV/0!' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='78.5714285714286' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='17.0212765957447' | fill=00000000 | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='0' | fill=00000000 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A67 | value='Time = 90 min' | fill=FFFFFF00 | rows=[66] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A68 | value='ROI 1' | fill=FFFFFF00 | rows=[67] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G68 | value='ROI 2' | fill=FFFFFF00 | rows=[67] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B69 | value='M0' | fill=FFFFFF00 | rows=[68] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C69 | value='IFN-y' | fill=FFFFFF00 | rows=[68] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D69 | value='LPS' | fill=FFFFFF00 | rows=[68] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E69 | value='M2' | fill=FFFFFF00 | rows=[68] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H69 | value='M0' | fill=FFFFFF00 | rows=[68] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I69 | value='IFN-y' | fill=FFFFFF00 | rows=[68] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J69 | value='LPS' | fill=FFFFFF00 | rows=[68] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K69 | value='M2' | fill=FFFFFF00 | rows=[68] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A70 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[69] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B70 | value='5' | fill=00000000 | rows=[69] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C70 | value='4' | fill=00000000 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D70 | value='0' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E70 | value='26' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G70 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[69] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H70 | value='1' | fill=00000000 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='26' | fill=00000000 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='17' | fill=00000000 | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K70 | value='11' | fill=00000000 | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A71 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[70] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B71 | value='3' | fill=00000000 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='0' | fill=00000000 | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D71 | value='0' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E71 | value='0' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G71 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[70] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H71 | value='0' | fill=00000000 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='0' | fill=00000000 | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='0' | fill=00000000 | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K71 | value='0' | fill=00000000 | rows=[70] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A72 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[71] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B72 | value='9' | fill=00000000 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='0' | fill=00000000 | rows=[71] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D72 | value='0' | fill=00000000 | rows=[71] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E72 | value='0' | fill=00000000 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G72 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[71] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H72 | value='0' | fill=00000000 | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='0' | fill=00000000 | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='0' | fill=00000000 | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K72 | value='0' | fill=00000000 | rows=[71] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A73 | value='% Phagocytosis' | fill=FF00B050 | rows=[72] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B73 | value='60' | fill=00000000 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='0' | fill=00000000 | rows=[72] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D73 | value='#DIV/0!' | fill=00000000 | rows=[72] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E73 | value='0' | fill=00000000 | rows=[72] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G73 | value='% Phagocytosis' | fill=FF00B050 | rows=[72] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H73 | value='0' | fill=00000000 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='0' | fill=00000000 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='0' | fill=00000000 | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K73 | value='0' | fill=00000000 | rows=[72] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A75 | value='ROI 3' | fill=FFFFFF00 | rows=[74] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G75 | value='ROI 4' | fill=FFFFFF00 | rows=[74] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B76 | value='M0' | fill=FFFFFF00 | rows=[75] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C76 | value='IFN-y' | fill=FFFFFF00 | rows=[75] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D76 | value='LPS' | fill=FFFFFF00 | rows=[75] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E76 | value='M2' | fill=FFFFFF00 | rows=[75] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H76 | value='M0' | fill=FFFFFF00 | rows=[75] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I76 | value='IFN-y' | fill=FFFFFF00 | rows=[75] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J76 | value='LPS' | fill=FFFFFF00 | rows=[75] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K76 | value='M2' | fill=FFFFFF00 | rows=[75] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A77 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[76] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B77 | value='1' | fill=00000000 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C77 | value='18' | fill=00000000 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D77 | value='21' | fill=00000000 | rows=[76] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E77 | value='12' | fill=00000000 | rows=[76] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G77 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[76] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H77 | value='10' | fill=00000000 | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='290' | fill=00000000 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='43' | fill=00000000 | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='9' | fill=00000000 | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A78 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[77] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B78 | value='0' | fill=00000000 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='3' | fill=00000000 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D78 | value='1' | fill=00000000 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E78 | value='0' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G78 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[77] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H78 | value='5' | fill=00000000 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='70' | fill=00000000 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='0' | fill=00000000 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='5' | fill=00000000 | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A79 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[78] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B79 | value='0' | fill=00000000 | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C79 | value='3' | fill=00000000 | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D79 | value='5' | fill=00000000 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E79 | value='0' | fill=00000000 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G79 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[78] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H79 | value='14' | fill=00000000 | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='190' | fill=00000000 | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='0' | fill=00000000 | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='16' | fill=00000000 | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A80 | value='% Phagocytosis' | fill=FF00B050 | rows=[79] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B80 | value='0' | fill=00000000 | rows=[79] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C80 | value='16.6666666666667' | fill=00000000 | rows=[79] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D80 | value='4.76190476190476' | fill=00000000 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E80 | value='0' | fill=00000000 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G80 | value='% Phagocytosis' | fill=FF00B050 | rows=[79] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H80 | value='50' | fill=00000000 | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I80 | value='24.1379310344828' | fill=00000000 | rows=[79] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J80 | value='0' | fill=00000000 | rows=[79] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K80 | value='55.5555555555556' | fill=00000000 | rows=[79] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A82 | value='ROI 5' | fill=FFFFFF00 | rows=[81] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=False | metadata=False
Cell G82 | value='ROI 6' | fill=FFFFFF00 | rows=[81] | cols=[6, 7, 8, 9, 10] | col_header=True | row_header=False | metadata=False
Cell B83 | value='M0' | fill=FFFFFF00 | rows=[82] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C83 | value='IFN-y' | fill=FFFFFF00 | rows=[82] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D83 | value='LPS' | fill=FFFFFF00 | rows=[82] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E83 | value='M2' | fill=FFFFFF00 | rows=[82] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell H83 | value='M0' | fill=FFFFFF00 | rows=[82] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I83 | value='IFN-y' | fill=FFFFFF00 | rows=[82] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J83 | value='LPS' | fill=FFFFFF00 | rows=[82] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K83 | value='M2' | fill=FFFFFF00 | rows=[82] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell A84 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[83] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B84 | value='7' | fill=00000000 | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C84 | value='33' | fill=00000000 | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D84 | value='26' | fill=00000000 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E84 | value='4' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G84 | value='Number of M1 per FOV' | fill=FF00B050 | rows=[83] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H84 | value='0' | fill=00000000 | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I84 | value='26' | fill=00000000 | rows=[83] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J84 | value='47' | fill=00000000 | rows=[83] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K84 | value='8' | fill=00000000 | rows=[83] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A85 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[84] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B85 | value='0' | fill=00000000 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C85 | value='14' | fill=00000000 | rows=[84] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D85 | value='0' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E85 | value='0' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G85 | value='Number of M1 phagocytosising' | fill=FF00B050 | rows=[84] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H85 | value='0' | fill=00000000 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='24' | fill=00000000 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='3' | fill=00000000 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='0' | fill=00000000 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A86 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[85] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B86 | value='0' | fill=00000000 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='49' | fill=00000000 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='0' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='0' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G86 | value='Number of Engulfed Cells' | fill=FF00B050 | rows=[85] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H86 | value='0' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='90' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='6' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='0' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A87 | value='% Phagocytosis' | fill=FF00B050 | rows=[86] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B87 | value='0' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='42.4242424242424' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='0' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='0' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G87 | value='% Phagocytosis' | fill=FF00B050 | rows=[86] | cols=[6] | col_header=False | row_header=True | metadata=False
Cell H87 | value='#DIV/0!' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='92.3076923076923' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='6.38297872340426' | fill=00000000 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='0' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False

