=== society-table44.xlsx ===
Cell A1 | value='HIDDEN' | fill=00000000 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell K73 | value='0' | fill=2 | rows=[72] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L73 | value='0' | fill=00000000 | rows=[72] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M73 | value='0' | fill=00000000 | rows=[72] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N73 | value='0' | fill=None | rows=[72] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O73 | value='0' | fill=00000000 | rows=[72] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P73 | value='0' | fill=00000000 | rows=[72] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q73 | value='0' | fill=00000000 | rows=[72] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A74 | value='x' | fill=00000000 | rows=[73] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B74 | value='67' | fill=5 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C74 | value='75' | fill=5 | rows=[73] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E74 | value='Vitamin A for treatment of measles' | fill=FF00B050 | rows=[73] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F74 | value='0.99' | fill=None | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G74 | value='0.8217' | fill=None | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='0.8217' | fill=None | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I74 | value='0.953172' | fill=2 | rows=[73] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J74 | value='0.891' | fill=None | rows=[73] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K74 | value='1' | fill=2 | rows=[73] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L74 | value='100' | fill=00000000 | rows=[73] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M74 | value='100' | fill=00000000 | rows=[73] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N74 | value='100' | fill=None | rows=[73] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O74 | value='100' | fill=00000000 | rows=[73] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P74 | value='100' | fill=00000000 | rows=[73] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q74 | value='100' | fill=00000000 | rows=[73] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B75 | value='68' | fill=5 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C75 | value='76' | fill=5 | rows=[74] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E75 | value='ACTs - Artemisinin compounds for treatment of malaria' | fill=FF00B050 | rows=[74] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F75 | value='0' | fill=None | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='0' | fill=None | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='0' | fill=None | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='0' | fill=2 | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='0' | fill=None | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K75 | value='0' | fill=2 | rows=[74] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L75 | value='0' | fill=00000000 | rows=[74] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M75 | value='0' | fill=00000000 | rows=[74] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N75 | value='0' | fill=None | rows=[74] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O75 | value='0' | fill=00000000 | rows=[74] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P75 | value='0' | fill=00000000 | rows=[74] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q75 | value='0' | fill=00000000 | rows=[74] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B76 | value='69' | fill=4 | rows=[75] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C76 | value='77' | fill=4 | rows=[75] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D76 | value='Malnutrition' | fill=FF00B050 | rows=[75, 76] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E76 | value='SAM - treatment for severe acute malnutrition' | fill=FF00B050 | rows=[75] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F76 | value='0' | fill=None | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='0' | fill=None | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='0' | fill=None | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='0' | fill=2 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='0' | fill=None | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='0' | fill=2 | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L76 | value='0' | fill=00000000 | rows=[75] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M76 | value='0' | fill=00000000 | rows=[75] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N76 | value='0' | fill=None | rows=[75] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O76 | value='0' | fill=00000000 | rows=[75] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P76 | value='0' | fill=00000000 | rows=[75] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q76 | value='0' | fill=00000000 | rows=[75] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B77 | value='70' | fill=4 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C77 | value='78' | fill=4 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E77 | value='MAM - treatment for moderate acute malnutrition' | fill=FF00B050 | rows=[76] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F77 | value='0' | fill=None | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='0' | fill=None | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='0' | fill=None | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='0' | fill=2 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='0' | fill=None | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='0' | fill=2 | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L77 | value='0' | fill=00000000 | rows=[76] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M77 | value='0' | fill=00000000 | rows=[76] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N77 | value='0' | fill=None | rows=[76] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O77 | value='0' | fill=00000000 | rows=[76] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P77 | value='0' | fill=00000000 | rows=[76] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q77 | value='0' | fill=00000000 | rows=[76] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B78 | value='71' | fill=8 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='54' | fill=8 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D78 | value='Other' | fill=FF00B050 | rows=[77] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E78 | value='ITN/IRS - Households protected from malaria' | fill=FF00B050 | rows=[77] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F78 | value='0' | fill=None | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='0' | fill=None | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='0' | fill=None | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='0' | fill=2 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='0' | fill=None | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='0' | fill=2 | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L78 | value='0' | fill=00000000 | rows=[77] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M78 | value='0' | fill=00000000 | rows=[77] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N78 | value='0' | fill=None | rows=[77] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O78 | value='0' | fill=00000000 | rows=[77] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P78 | value='0' | fill=00000000 | rows=[77] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q78 | value='0' | fill=00000000 | rows=[77] | cols=[16] | col_header=False | row_header=False | metadata=False

