=== economy-table107.xlsx ===
Cell A1 | value='Table 10. Digital Economy Real Gross Output by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell H14 | value='0.652840680613069' | fill=None | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='0.713904367543053' | fill=None | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='0.670553981527538' | fill=None | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='0.81682984596333' | fill=None | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='0.622604488423427' | fill=None | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='0.479852320166361' | fill=None | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='0.450345624178615' | fill=None | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='0.437104961134675' | fill=None | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='0.446490813395969' | fill=None | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='0.284662000195469' | fill=None | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='0.307071290069554' | fill=None | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='0.291588276292671' | fill=None | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='0.263810986022747' | fill=None | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='0.240096674871581' | fill=None | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='0.267288521874489' | fill=None | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='0.259831048120308' | fill=None | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='0.262218954210273' | fill=None | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='0.279223299473828' | fill=None | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='0.325945067155592' | fill=None | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='0.33609747055214' | fill=None | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E15 | value='Machinery' | fill=None | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G15 | value='1.39074067232645' | fill=None | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='1.40430489422645' | fill=None | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='1.9002655331625' | fill=None | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='1.97080495305858' | fill=None | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='2.3789855837097' | fill=None | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='1.11988275100458' | fill=None | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='1.00289713466495' | fill=None | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='1.02201169592908' | fill=None | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='1.25806135578772' | fill=None | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='1.1023088887622' | fill=None | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='0.972160497242317' | fill=None | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='1.9192937542617' | fill=None | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='2.50200523171418' | fill=None | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='2.41761329648829' | fill=None | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='2.75836915162289' | fill=None | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V15 | value='1.18999775926213' | fill=None | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W15 | value='1.3139619970792' | fill=None | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X15 | value='1.320650121888' | fill=None | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y15 | value='1.6409274378102' | fill=None | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z15 | value='1.42193826124514' | fill=None | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA15 | value='1.56692105795945' | fill=None | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E16 | value='Computer and electronic products' | fill=None | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G16 | value='64.4111056948305' | fill=None | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='80.8801149103257' | fill=None | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='103.026102603824' | fill=None | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='134.682799913969' | fill=None | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='128.266799205548' | fill=None | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='110.568951977825' | fill=None | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='122.728344554472' | fill=None | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='133.670511655558' | fill=None | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='149.073597526846' | fill=None | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='169.853602497403' | fill=None | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='186.148792647075' | fill=None | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='191.137625610827' | fill=None | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='162.2373207466' | fill=None | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='173.025806617855' | fill=None | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='174.053213688721' | fill=None | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='166.98431611637' | fill=None | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='169.485633665597' | fill=None | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='167.969120176833' | fill=None | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='179.250481863683' | fill=None | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='178.566823968602' | fill=None | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA16 | value='189.367383640837' | fill=None | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E17 | value='Electrical equipment, appliances, and components' | fill=None | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G17 | value='13.6382104465333' | fill=None | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='14.0716183325408' | fill=None | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='16.6671369042508' | fill=None | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='19.1919383647806' | fill=None | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='16.2059639656958' | fill=None | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='10.6482047743256' | fill=None | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='9.33251440032751' | fill=None | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='8.75112304832978' | fill=None | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='9.68790129005681' | fill=None | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='9.78910227920074' | fill=None | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='9.19563974033067' | fill=None | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='9.32054458698259' | fill=None | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='7.63296267386902' | fill=None | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='7.58728472623167' | fill=None | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='7.70754323270762' | fill=None | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='7.75460362626051' | fill=None | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='7.2547062748886' | fill=None | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='7.77226677664156' | fill=None | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y17 | value='7.85215875343804' | fill=None | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='8.37014829764727' | fill=None | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='9.45550140538869' | fill=None | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E18 | value='Motor vehicles, bodies and trailers, and parts' | fill=None | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G18 | value='2.78649168033378' | fill=None | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='2.94273320484354' | fill=None | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='2.91704068863075' | fill=None | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='2.81994995576849' | fill=None | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='4.67492011968494' | fill=None | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='3.04909887479227' | fill=None | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='2.83167683410876' | fill=None | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='1.51637871241714' | fill=None | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='1.53547998270139' | fill=None | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='0.965501880844637' | fill=None | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='0.520094828756334' | fill=None | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='0.573068126426278' | fill=None | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='0.556409697671045' | fill=None | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='0.579940753462261' | fill=None | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='0.399129285040604' | fill=None | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='0.346204975083644' | fill=None | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='0.396978924858152' | fill=None | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X18 | value='0.426277142846759' | fill=None | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y18 | value='0.416677880175035' | fill=None | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='0.361513126853039' | fill=None | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='0.431533926805479' | fill=None | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E19 | value='Other transportation equipment' | fill=None | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
