=== society-table82.xlsx ===
Cell A1 | value='Artist Prefix' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell D78 | value='57' | fill=00000000 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B79 | value='Al Green' | fill=00000000 | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C79 | value='Green is Blues' | fill=00000000 | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D79 | value='57' | fill=00000000 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B80 | value='Al Green' | fill=00000000 | rows=[79] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C80 | value='I'm Still in Love with You' | fill=00000000 | rows=[79] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D80 | value='57' | fill=00000000 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B81 | value='Al Green' | fill=00000000 | rows=[80] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C81 | value='Lay it All Down' | fill=00000000 | rows=[80] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D81 | value='57' | fill=00000000 | rows=[80] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B82 | value='Al Green' | fill=00000000 | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C82 | value='Let's Stay Together' | fill=00000000 | rows=[81] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D82 | value='57' | fill=00000000 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B83 | value='Al Green' | fill=00000000 | rows=[82] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C83 | value='Livin' for You' | fill=00000000 | rows=[82] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D83 | value='57' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B84 | value='Al Green' | fill=00000000 | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C84 | value='Love is Reality' | fill=00000000 | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D84 | value='57' | fill=00000000 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B85 | value='Al Green' | fill=00000000 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C85 | value='Soul Survivor' | fill=00000000 | rows=[84] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D85 | value='57' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B86 | value='Al Green' | fill=00000000 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='Tokyo Live' | fill=00000000 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='57' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B87 | value='Al Green' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='Your Heart's in Good Hands' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='57' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B88 | value='Al Stewart' | fill=00000000 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C88 | value='24 Carrots' | fill=00000000 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D88 | value='79' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B89 | value='Al Stewart' | fill=00000000 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C89 | value='Beach Full of Shells' | fill=00000000 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D89 | value='1' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B90 | value='Al Stewart' | fill=00000000 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C90 | value='Bedsitter Images' | fill=00000000 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D90 | value='1' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B91 | value='Al Stewart' | fill=00000000 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C91 | value='Best Of' | fill=00000000 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D91 | value='1' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B92 | value='Al Stewart' | fill=00000000 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C92 | value='Between the Wars' | fill=00000000 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D92 | value='1' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B93 | value='Al Stewart' | fill=00000000 | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C93 | value='Down in the Cellar' | fill=00000000 | rows=[92] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D93 | value='1' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B94 | value='Al Stewart' | fill=00000000 | rows=[93] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C94 | value='Famous Last Words' | fill=00000000 | rows=[93] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D94 | value='1' | fill=00000000 | rows=[93] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B95 | value='Al Stewart' | fill=00000000 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C95 | value='Indian Summer' | fill=00000000 | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D95 | value='79' | fill=00000000 | rows=[94] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B96 | value='Al Stewart' | fill=00000000 | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C96 | value='Last Days of the Century' | fill=00000000 | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D96 | value='1' | fill=00000000 | rows=[95] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B97 | value='Al Stewart' | fill=00000000 | rows=[96] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C97 | value='Love Chronicles' | fill=00000000 | rows=[96] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D97 | value='1' | fill=00000000 | rows=[96] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B98 | value='Al Stewart' | fill=00000000 | rows=[97] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C98 | value='Modern Times' | fill=00000000 | rows=[97] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D98 | value='1' | fill=00000000 | rows=[97] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B99 | value='Al Stewart' | fill=00000000 | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C99 | value='Orange' | fill=00000000 | rows=[98] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D99 | value='1' | fill=00000000 | rows=[98] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B100 | value='Al Stewart' | fill=00000000 | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C100 | value='Past Present and Future' | fill=00000000 | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D100 | value='1' | fill=00000000 | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B101 | value='Al Stewart' | fill=00000000 | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C101 | value='Rhymes in Rooms' | fill=00000000 | rows=[100] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D101 | value='1' | fill=00000000 | rows=[100] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B102 | value='Al Stewart' | fill=00000000 | rows=[101] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C102 | value='Russians and Americans' | fill=00000000 | rows=[101] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D102 | value='1' | fill=00000000 | rows=[101] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B103 | value='Al Stewart' | fill=00000000 | rows=[102] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C103 | value='Seemed Like a Good Idea at the Time' | fill=00000000 | rows=[102] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D103 | value='79' | fill=00000000 | rows=[102] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B104 | value='Al Stewart' | fill=00000000 | rows=[103] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C104 | value='Seemed Like a Good Idea at the Time' | fill=00000000 | rows=[103] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D104 | value='1' | fill=00000000 | rows=[103] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B105 | value='Al Stewart' | fill=00000000 | rows=[104] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C105 | value='Sparks of Ancient Light' | fill=00000000 | rows=[104] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D105 | value='1' | fill=00000000 | rows=[104] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B106 | value='Al Stewart' | fill=00000000 | rows=[105] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C106 | value='Time Passages' | fill=00000000 | rows=[105] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D106 | value='1' | fill=00000000 | rows=[105] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B107 | value='Al Stewart' | fill=00000000 | rows=[106] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C107 | value='Time Passages (Live)' | fill=00000000 | rows=[106] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D107 | value='79' | fill=00000000 | rows=[106] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B108 | value='Al Stewart' | fill=00000000 | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C108 | value='Year of the Cat' | fill=00000000 | rows=[107] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D108 | value='1' | fill=00000000 | rows=[107] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B109 | value='Al Stewart' | fill=00000000 | rows=[108] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C109 | value='Zero She Flies' | fill=00000000 | rows=[108] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D109 | value='1' | fill=00000000 | rows=[108] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B110 | value='Alan Vega' | fill=00000000 | rows=[109] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C110 | value='2007' | fill=00000000 | rows=[109] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D110 | value='82' | fill=00000000 | rows=[109] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B111 | value='Alan Vega' | fill=00000000 | rows=[110] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C111 | value='Cubist Blues' | fill=00000000 | rows=[110] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D111 | value='82' | fill=00000000 | rows=[110] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B112 | value='Alan Vega' | fill=00000000 | rows=[111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C112 | value='Deuce Avenue' | fill=00000000 | rows=[111] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D112 | value='82' | fill=00000000 | rows=[111] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B113 | value='Alan Vega' | fill=00000000 | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C113 | value='Dujang Prang' | fill=00000000 | rows=[112] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D113 | value='82' | fill=00000000 | rows=[112] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B114 | value='Alan Vega' | fill=00000000 | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C114 | value='Endless' | fill=00000000 | rows=[113] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D114 | value='82' | fill=00000000 | rows=[113] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B115 | value='Alan Vega' | fill=00000000 | rows=[114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C115 | value='Jukebox Babe + Collision Drive' | fill=00000000 | rows=[114] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D115 | value='82' | fill=00000000 | rows=[114] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B116 | value='Alan Vega' | fill=00000000 | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C116 | value='New Raceion' | fill=00000000 | rows=[115] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D116 | value='82' | fill=00000000 | rows=[115] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B117 | value='Alan Vega' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C117 | value='Power on to Zero Hour' | fill=00000000 | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='82' | fill=00000000 | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B118 | value='Alan Vega' | fill=00000000 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='Resurrection River' | fill=00000000 | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='82' | fill=00000000 | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
