=== environment-table01.xlsx ===
Cell B1 | value='Climate hasard statistics - Regions' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell F266 | value='15.903' | fill=00000000 | rows=[265] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G266 | value='5.249' | fill=00000000 | rows=[265] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H266 | value='4.723' | fill=00000000 | rows=[265] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B267 | value='Western Australia' | fill=FF00B050 | rows=[266] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D267 | value='14.113' | fill=00000000 | rows=[266] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E267 | value='10.669' | fill=00000000 | rows=[266] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F267 | value='19.152' | fill=00000000 | rows=[266] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G267 | value='15.872' | fill=00000000 | rows=[266] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H267 | value='15.994' | fill=00000000 | rows=[266] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B268 | value='Tasmania' | fill=FF00B050 | rows=[267] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D268 | value='0' | fill=00000000 | rows=[267] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E268 | value='0.237' | fill=00000000 | rows=[267] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F268 | value='0.203' | fill=00000000 | rows=[267] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G268 | value='0.051' | fill=00000000 | rows=[267] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H268 | value='0' | fill=00000000 | rows=[267] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B269 | value='Northern Territory' | fill=FF00B050 | rows=[268] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D269 | value='107.865' | fill=00000000 | rows=[268] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E269 | value='110.557' | fill=00000000 | rows=[268] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F269 | value='109.423' | fill=00000000 | rows=[268] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G269 | value='116.476' | fill=00000000 | rows=[268] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H269 | value='112.791' | fill=00000000 | rows=[268] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B270 | value='Australian Capital Territory' | fill=FF00B050 | rows=[269] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D270 | value='0.461' | fill=00000000 | rows=[269] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E270 | value='0' | fill=00000000 | rows=[269] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F270 | value='2.961' | fill=00000000 | rows=[269] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G270 | value='2.269' | fill=00000000 | rows=[269] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H270 | value='0' | fill=00000000 | rows=[269] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B271 | value='Measure: Mean population exposure to heat stress' | fill=FF00B0F0 | rows=[270] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B272 | value='Combined unit of measure: Days per year' | fill=FF00B0F0 | rows=[271] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B273 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[272] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B274 | value='Heat stress threshold: Extreme heat stress (> 46°C)' | fill=FF00B0F0 | rows=[273] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B275 | value='New South Wales' | fill=FF00B050 | rows=[274] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D275 | value='1.394' | fill=00000000 | rows=[274] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E275 | value='0.144' | fill=00000000 | rows=[274] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F275 | value='0.864' | fill=00000000 | rows=[274] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G275 | value='1.053' | fill=00000000 | rows=[274] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H275 | value='0.005' | fill=00000000 | rows=[274] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B276 | value='Victoria' | fill=FF00B050 | rows=[275] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D276 | value='0.045' | fill=00000000 | rows=[275] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E276 | value='0.132' | fill=00000000 | rows=[275] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F276 | value='1.842' | fill=00000000 | rows=[275] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G276 | value='0.463' | fill=00000000 | rows=[275] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H276 | value='0' | fill=00000000 | rows=[275] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B277 | value='Queensland' | fill=FF00B050 | rows=[276] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D277 | value='0.163' | fill=00000000 | rows=[276] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E277 | value='0.244' | fill=00000000 | rows=[276] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F277 | value='0.224' | fill=00000000 | rows=[276] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G277 | value='0.2' | fill=00000000 | rows=[276] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H277 | value='0.053' | fill=00000000 | rows=[276] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B278 | value='South Australia' | fill=FF00B050 | rows=[277] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D278 | value='0.264' | fill=00000000 | rows=[277] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E278 | value='0.617' | fill=00000000 | rows=[277] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F278 | value='2.15' | fill=00000000 | rows=[277] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G278 | value='0.244' | fill=00000000 | rows=[277] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H278 | value='0.075' | fill=00000000 | rows=[277] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B279 | value='Western Australia' | fill=FF00B050 | rows=[278] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D279 | value='0.446' | fill=00000000 | rows=[278] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E279 | value='0.778' | fill=00000000 | rows=[278] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F279 | value='1.603' | fill=00000000 | rows=[278] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G279 | value='0.6' | fill=00000000 | rows=[278] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H279 | value='0.618' | fill=00000000 | rows=[278] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B280 | value='Tasmania' | fill=FF00B050 | rows=[279] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D280 | value='0' | fill=00000000 | rows=[279] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E280 | value='0' | fill=00000000 | rows=[279] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F280 | value='0' | fill=00000000 | rows=[279] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G280 | value='0' | fill=00000000 | rows=[279] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H280 | value='0' | fill=00000000 | rows=[279] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B281 | value='Northern Territory' | fill=FF00B050 | rows=[280] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D281 | value='1.149' | fill=00000000 | rows=[280] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E281 | value='3.684' | fill=00000000 | rows=[280] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F281 | value='8.29' | fill=00000000 | rows=[280] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G281 | value='2.882' | fill=00000000 | rows=[280] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H281 | value='1.636' | fill=00000000 | rows=[280] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B282 | value='Australian Capital Territory' | fill=FF00B050 | rows=[281] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D282 | value='0' | fill=00000000 | rows=[281] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E282 | value='0' | fill=00000000 | rows=[281] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F282 | value='0' | fill=00000000 | rows=[281] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G282 | value='0' | fill=00000000 | rows=[281] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H282 | value='0' | fill=00000000 | rows=[281] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B283 | value='Measure: Cooling degree days' | fill=FF00B0F0 | rows=[282] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B284 | value='Combined unit of measure: Degree days' | fill=FF00B0F0 | rows=[283] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B285 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[284] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B286 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[285] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B287 | value='New South Wales' | fill=FF00B050 | rows=[286] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D287 | value='689.452' | fill=00000000 | rows=[286] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E287 | value='750.352' | fill=00000000 | rows=[286] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B288 | value='Victoria' | fill=FF00B050 | rows=[287] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D288 | value='216.73' | fill=00000000 | rows=[287] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E288 | value='264.497' | fill=00000000 | rows=[287] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B289 | value='Queensland' | fill=FF00B050 | rows=[288] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D289 | value='1521.66' | fill=00000000 | rows=[288] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E289 | value='1566.361' | fill=00000000 | rows=[288] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B290 | value='South Australia' | fill=FF00B050 | rows=[289] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D290 | value='1050.422' | fill=00000000 | rows=[289] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E290 | value='1141.876' | fill=00000000 | rows=[289] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B291 | value='Western Australia' | fill=FF00B050 | rows=[290] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D291 | value='1441.61' | fill=00000000 | rows=[290] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E291 | value='1558.537' | fill=00000000 | rows=[290] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B292 | value='Tasmania' | fill=FF00B050 | rows=[291] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D292 | value='0.977' | fill=00000000 | rows=[291] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E292 | value='5.145' | fill=00000000 | rows=[291] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B293 | value='Northern Territory' | fill=FF00B050 | rows=[292] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D293 | value='2006.515' | fill=00000000 | rows=[292] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E293 | value='2129.033' | fill=00000000 | rows=[292] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B294 | value='Australian Capital Territory' | fill=FF00B050 | rows=[293] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D294 | value='52.025' | fill=00000000 | rows=[293] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E294 | value='70.978' | fill=00000000 | rows=[293] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B295 | value='Measure: Heating degree days' | fill=FF00B0F0 | rows=[294] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B296 | value='Combined unit of measure: Degree days' | fill=FF00B0F0 | rows=[295] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B297 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[296] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B298 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[297] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B299 | value='New South Wales' | fill=FF00B050 | rows=[298] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D299 | value='587.692' | fill=00000000 | rows=[298] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E299 | value='541.969' | fill=00000000 | rows=[298] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B300 | value='Victoria' | fill=FF00B050 | rows=[299] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D300 | value='1072.708' | fill=00000000 | rows=[299] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E300 | value='978.035' | fill=00000000 | rows=[299] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B301 | value='Queensland' | fill=FF00B050 | rows=[300] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D301 | value='37.346' | fill=00000000 | rows=[300] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E301 | value='46.776' | fill=00000000 | rows=[300] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B302 | value='South Australia' | fill=FF00B050 | rows=[301] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D302 | value='205.853' | fill=00000000 | rows=[301] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E302 | value='209.454' | fill=00000000 | rows=[301] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B303 | value='Western Australia' | fill=FF00B050 | rows=[302] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D303 | value='127.447' | fill=00000000 | rows=[302] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E303 | value='112.078' | fill=00000000 | rows=[302] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B304 | value='Tasmania' | fill=FF00B050 | rows=[303] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D304 | value='1725.679' | fill=00000000 | rows=[303] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E304 | value='1650.983' | fill=00000000 | rows=[303] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B305 | value='Northern Territory' | fill=FF00B050 | rows=[304] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D305 | value='24.847' | fill=00000000 | rows=[304] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E305 | value='36.63' | fill=00000000 | rows=[304] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B306 | value='Australian Capital Territory' | fill=FF00B050 | rows=[305] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D306 | value='1713.54' | fill=00000000 | rows=[305] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E306 | value='1545.967' | fill=00000000 | rows=[305] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B307 | value='Measure: Population exposure to wildfires' | fill=FF00B0F0 | rows=[306] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B308 | value='Combined unit of measure: Percentage of population' | fill=FF00B0F0 | rows=[307] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B309 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[308] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B310 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[309] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B311 | value='New South Wales' | fill=FF00B050 | rows=[310] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D311 | value='6.811' | fill=00000000 | rows=[310] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E311 | value='10.49' | fill=00000000 | rows=[310] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F311 | value='6.344' | fill=00000000 | rows=[310] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G311 | value='6.811' | fill=00000000 | rows=[310] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H311 | value='4.842' | fill=00000000 | rows=[310] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B312 | value='Victoria' | fill=FF00B050 | rows=[311] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D312 | value='1.22' | fill=00000000 | rows=[311] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E312 | value='3.629' | fill=00000000 | rows=[311] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F312 | value='0.693' | fill=00000000 | rows=[311] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G312 | value='0.541' | fill=00000000 | rows=[311] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H312 | value='2.464' | fill=00000000 | rows=[311] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B313 | value='Queensland' | fill=FF00B050 | rows=[312] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D313 | value='6.722' | fill=00000000 | rows=[312] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E313 | value='6.676' | fill=00000000 | rows=[312] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F313 | value='8.716' | fill=00000000 | rows=[312] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G313 | value='4.433' | fill=00000000 | rows=[312] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H313 | value='3.953' | fill=00000000 | rows=[312] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B314 | value='South Australia' | fill=FF00B050 | rows=[313] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D314 | value='5.704' | fill=00000000 | rows=[313] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E314 | value='2.476' | fill=00000000 | rows=[313] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F314 | value='0.523' | fill=00000000 | rows=[313] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G314 | value='1.554' | fill=00000000 | rows=[313] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H314 | value='0.774' | fill=00000000 | rows=[313] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B315 | value='Western Australia' | fill=FF00B050 | rows=[314] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D315 | value='9.114' | fill=00000000 | rows=[314] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E315 | value='4.269' | fill=00000000 | rows=[314] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F315 | value='7.864' | fill=00000000 | rows=[314] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G315 | value='5.164' | fill=00000000 | rows=[314] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H315 | value='4.849' | fill=00000000 | rows=[314] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B316 | value='Tasmania' | fill=FF00B050 | rows=[315] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D316 | value='0.397' | fill=00000000 | rows=[315] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E316 | value='0.558' | fill=00000000 | rows=[315] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F316 | value='1.381' | fill=00000000 | rows=[315] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G316 | value='0.46' | fill=00000000 | rows=[315] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H316 | value='0.001' | fill=00000000 | rows=[315] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B317 | value='Northern Territory' | fill=FF00B050 | rows=[316] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D317 | value='61.642' | fill=00000000 | rows=[316] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E317 | value='66.496' | fill=00000000 | rows=[316] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F317 | value='53.471' | fill=00000000 | rows=[316] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G317 | value='55.658' | fill=00000000 | rows=[316] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H317 | value='56.738' | fill=00000000 | rows=[316] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B318 | value='Australian Capital Territory' | fill=FF00B050 | rows=[317] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D318 | value='0.073' | fill=00000000 | rows=[317] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E318 | value='0.01' | fill=00000000 | rows=[317] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F318 | value='0.003' | fill=00000000 | rows=[317] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G318 | value='10.962' | fill=00000000 | rows=[317] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H318 | value='9.948' | fill=00000000 | rows=[317] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B319 | value='Measure: Land exposure to wildfires' | fill=FF00B0F0 | rows=[318] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B320 | value='Combined unit of measure: Square kilometres' | fill=FF00B0F0 | rows=[319] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B321 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[320] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B322 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[321] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B323 | value='New South Wales' | fill=FF00B050 | rows=[322] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D323 | value='8529.35' | fill=00000000 | rows=[322] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E323 | value='3386.143' | fill=00000000 | rows=[322] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F323 | value='14835.994' | fill=00000000 | rows=[322] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G323 | value='29181.743' | fill=00000000 | rows=[322] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H323 | value='4877.797' | fill=00000000 | rows=[322] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B324 | value='Victoria' | fill=FF00B050 | rows=[323] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D324 | value='1111.852' | fill=00000000 | rows=[323] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E324 | value='1171.068' | fill=00000000 | rows=[323] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F324 | value='1829.78' | fill=00000000 | rows=[323] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G324 | value='12784.657' | fill=00000000 | rows=[323] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H324 | value='2021.989' | fill=00000000 | rows=[323] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B325 | value='Queensland' | fill=FF00B050 | rows=[324] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D325 | value='49644.89' | fill=00000000 | rows=[324] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E325 | value='86584.325' | fill=00000000 | rows=[324] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F325 | value='41947.973' | fill=00000000 | rows=[324] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G325 | value='63038.567' | fill=00000000 | rows=[324] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H325 | value='55715.302' | fill=00000000 | rows=[324] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B326 | value='South Australia' | fill=FF00B050 | rows=[325] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D326 | value='2280.358' | fill=00000000 | rows=[325] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E326 | value='4659.326' | fill=00000000 | rows=[325] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F326 | value='4703.757' | fill=00000000 | rows=[325] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G326 | value='4232.886' | fill=00000000 | rows=[325] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H326 | value='329.914' | fill=00000000 | rows=[325] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B327 | value='Western Australia' | fill=FF00B050 | rows=[326] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D327 | value='177664.609' | fill=00000000 | rows=[326] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E327 | value='252438.687' | fill=00000000 | rows=[326] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F327 | value='122422.672' | fill=00000000 | rows=[326] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G327 | value='48763.392' | fill=00000000 | rows=[326] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H327 | value='66703.974' | fill=00000000 | rows=[326] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B328 | value='Tasmania' | fill=FF00B050 | rows=[327] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D328 | value='123.4' | fill=00000000 | rows=[327] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E328 | value='58.639' | fill=00000000 | rows=[327] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F328 | value='1783.979' | fill=00000000 | rows=[327] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G328 | value='306.682' | fill=00000000 | rows=[327] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H328 | value='15.275' | fill=00000000 | rows=[327] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B329 | value='Northern Territory' | fill=FF00B050 | rows=[328] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D329 | value='197934.376' | fill=00000000 | rows=[328] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E329 | value='197468.467' | fill=00000000 | rows=[328] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F329 | value='115803.491' | fill=00000000 | rows=[328] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G329 | value='60576.684' | fill=00000000 | rows=[328] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H329 | value='112310.783' | fill=00000000 | rows=[328] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B330 | value='Australian Capital Territory' | fill=FF00B050 | rows=[329] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D330 | value='0.195' | fill=00000000 | rows=[329] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E330 | value='1.939' | fill=00000000 | rows=[329] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F330 | value='0.35' | fill=00000000 | rows=[329] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G330 | value='766.42' | fill=00000000 | rows=[329] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H330 | value='0.43' | fill=00000000 | rows=[329] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B331 | value='Measure: Land exposure to wildfires' | fill=FF00B0F0 | rows=[330] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B332 | value='Combined unit of measure: Percentage of land area' | fill=FF00B0F0 | rows=[331] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
